🔴 Stolice snobów są rozsiane po prowincji | LIVE #8
🔗 https://www.youtube.com/watch?v=yoiN1y6FYxA

92:  muzyka
132:  Muzyka
182:  Witajcie, witajcie serdecznie.
186:  Zaczynamy live.
188:  Przyciszam nieznacznie muzykę.
191:  Witam na corocznym, Krzysztof, ogarnij się, comiesięcznym Q&A.
196:  Gdyby był coroczny, widzowie by zabili.
199:  Witajcie najserdeczniej, witam się z wszystkimi widzami, stałymi, niestałymi, tymi z was, którzy śledzą
206:  Nasze cotygodniowe zmagania w Elden Ringu, tymi z was, którzy wciąż czekają na powrót Red Dead Redemption 2, będzie, nie martwcie się, będzie.
214:  Tymi z was, którzy wpadacie na live, którzy oglądacie, komentujecie, dziękuję wam serdecznie, niezmiennie za wsparcie.
219:  Witajcie w to niedzielne popołudnie, a w zasadzie wieczór, chociaż w moim przypadku ranek.
226:  bo niewiele temu wstałem.
228:  Witamy proroka Kaczk.
229:  Dziękuję serdecznie za wsparcie od sześciu miesięcy.
232:  Prorok Kaczk, oświadczam, wszystkich was błogosławi.
235:  Błogosławi czat i błogosławi stream.
237:  Dziękujemy serdecznie i dziękuję też Witamowi.
240:  Bardzo ciekawie się odmienia Witam za dołączenie na drugi poziom wspierania.
244:  Dzięki serdeczne.
246:  Witajcie wszyscy najserdeczniej.
249:  Popatruję od razu, tradycyjnie przypominam, że formuła jest taka, że pytania zadajemy sobie teraz na żywo, ja na nie odpowiadam, mniej więcej za dwie godzinki mam dla was coś przyszykowanego, jeszcze nie zdradzam co, a potem przejdziemy sobie radośnie i spokojnie do drugiej części Q&A, a na sam koniec zawitamy w Holistycznej Agencji Eskapistycznej to miejsce na Discordzie, w którym się gromadzimy po to, żeby znaleźć sobie takie miejsce, taką oazę wolną od snoberii.
276:  Dzisiejszy tytuł pod tym kątem szczególnie aktualny.
279:  Tylko ciłały żadne tam jamniki.
281:  Dominika, jamnikotwórczyni Klimczak, jakkolwiek wspaniała artystka, która m.in.
287:  zaprojektowała tę grafikę jamniczu, którą widzieliście na początku, jak również wszystkie jamniki, bluźni dzisiaj haniebnie, oświadczając, że jakikolwiek inna rasa psa jest lepsza od jamnika.
296:  To jest kłamstwo.
297:  Zgretek również błogosławi nam wszystkim.
299:  Niech jamniki będą z wami.
300:  Witaj, Zgretku, dzięki za wsparcie od 8 miesięcy.
303:  I Magnus, dzięki za wsparcie od 6 miesięcy.
305:  Idealny sposób na spędzenie urodzin po uczelni.
307:  Kochani, to w takim razie zajemniczmy się dla Magnusa, skoro jest pora urodzinowa.
314:  Zły Czarownik pisze, że trzeba pracę na studia zrobić, ale posiedzi sobie i posłucha.
317:  No właśnie na tym to polega.
319:  Multitasking to jest siła, nie wiem czy mogę powiedzieć naszego pokolenia, ale powiem mniej ryzykownie młodych pokoleń nad pokoleniami starszymi, które bardziej celowały w koncentrację, a mam wrażenie, że młodsze coraz bardziej rozumieją, że
334:  To imersja, zanurzenie sprzyja pracy twórczej, a nie konkretnie koncentrowanie się na jednej czynności, która jest swoją drogą dla naszego mózgu coraz bardziej obca, jako że uczymy się raczej tego, żeby informacje filtrować niż je akumulować, ale wiecie jak jest.
355:  Sebastian Wadowiec pisze, że miał wczoraj pierwsze spotkanie z panią promotor, jest przerażony, bo nigdy nie pisał tekstu dłuższego niż dwie strony, a wymagany jest 55.
363:  Moja rada jest następująca, pisz modularnie.
366:  Ja ze studentami, z dyplomatami mam jedną tablicę Trello, na której zrzucamy po fragmentach, żeby też nie posiłkować mailami, które są demo D i stare, fragmenciki prac i to troszeczkę pomaga w takim ogarnięciu dłuższego projektu.
