🔴 W debatach rozmieniamy poglądy na drobne | LIVE #20
🔗 https://www.youtube.com/watch?v=GbgWJQ-2G3c

141:  Dzięki za oglądanie!
166:  Witam wszystkich niedzielną porą, kochani, witajcie na, jak uświadomiono mi to, dwudziestym, dwudziestym live'ie, przecież to jest już nieprawdopodobne, jak ten czas zleciał, powiedział starzejący się Krzysztof.
183:  Witam wszystkich serdecznie, witam widzów, witam wspierających kanał, witam wszystkich, którzy dołączyli dopiero do naszej radosnej, jamniczej społeczności z uwagi na ostatnie nowe tematy poruszone.
195:  Witam po bardzo
197:  Bardzo owocnej debacie, która zmieniła oblicze ziemi tej ziemi polskiej.
203:  Tak było, moi drodzy, nie zmyślam, jak nie wiecie o jakiej debacie mowa jest podlinkowana pod najnowszym.
208:  Dla każdego coś przykrego, była to debata zorganizowana przez Stowarzyszenie Umarłych Statutów.
213:  z Małopolską Kurator Oćmiaty między innymi, ale było wesoło.
217:  Znaczy tak naprawdę to nie było wesoło, ponieważ poważne tematy, ale cóż, mam nadzieję, że się dobrze macie tą niedzielną porą, prawda, że piękny jamnik, a to nie jest, moi drodzy, jedyny jamnik, ponieważ ja byłem w Centrum Nauki Kopernik, a byłem tam w czwartek.
230:  To był czwartek?
231:  Tak, byłem w czwartek w Warszawie, spotkałem się swojego drogo z warszawskim oddziałem holistycznej agencji eskapistycznej, link w opisie, to nasz Discord, i otrzymałem takiego jamnika, moi drodzy.
240:  To jest jamnik przegubowy.
242:  Śmialiśmy się, że ten jamnik wygląda tak jak ryba, która została zjedzona i został po niej tylko kościec, równocześnie...
249:  Dostałem dwa inne jamniki.
251:  Te jamniki, moi drodzy, są jamnikami magnetycznymi.
254:  Czy ja go pokazuję w złą stronę?
255:  Nie, to jest jamnik biegnący.
257:  Nie widzicie, jak biegnie, ponieważ chwytam go za głowę.
260:  Bez sensu.
261:  I to jest drugi jamnik biegnący i on również jest na magnes.
264:  Wspaniałe jamniki.
265:  Dziękuję serdecznie kochanym widzom, którzy zrobili takie wspaniałe rzeczy.
269:  Przy raporcie Stowarzyszenia Umarłych Statutów pisze Niega, zrobili dobrą robotę.
273:  Tak jest, moi drodzy.
275:  Nawiasem mówiąc, to nie jest jedyna dobra robota, jeżeli chodzi o działalność Stowarzyszenia Umarłych Statutów, bo przypomnę wam chociażby, że oprócz tego raportu, o którym wspominamy, a dla kontekstu, kochani, wspominamy o tym raporcie, tak?
289:  Prawa ucznia w Polsce, raport z badań, to jeszcze jest statut nieumarły, czyli coś, co wydali po to, żeby szkoły mogły po prostu wydrukować to,
298:  podmienić dane i gotowe, i jest statut zgodny z prawem, ale nie.
303:  Ale nie.
305:  To jest, moi drodzy, to jest, moi drodzy, zdecydowanie zbyt trudne.
311:  Wszystkiego jamniczego i dla was dziękuję za wspaniałe życzenia na czatach.
314:  Czy zastanawiałeś się kiedyś, pisze Kacper, eł, płynnie przychodzimy, moi drodzy, do pytań i odpowiedzi, creme de la creme tych spotkań, na teorię o podłogach, w której wszechświat został tak precyzyjnie dostrojony, żeby jamniki mogły istnieć?
324:  Oczywiście.
325:  Ja czekam tylko, aż Kacper Pitala wreszcie zrobi na ten temat film.
328:  Nie wiem, ile już można czekać.
330:  Bardzo interesujące mam materiały, ale wiecie, to są takie materiały paranaukowe.
335:  Ja chciałbym wreszcie, żeby Kacper zrobił coś prawdziwie naukowego.
339:  To znaczy, żeby wyjaśnił nam, dlaczego wszechświat
343:  Po pierwsze, nie tylko zezwala na istnienie jamników, ale dlaczego ich istnienie jest wpisane w tkankę uniwersum.
349:  Ba, w tkankę multiwersum.
352:  Kierowca Bombowca, dziękuję za wsparcie od trzech miesięcy.
354:  Czy będzie gablota na jamniki?
355:  No wkrótce jest, na razie są wszystkie w szufladzie, moi drodzy, ale za moment będzie tego tak strasznie dużo, że będzie trzeba zrobić całą gablotę.
363:  Stwierdziłem już, że jeżeli pęknie kiedyś
367:  100 tysięcy subskrypcji na tym kanale, to nie tylko będę grał w Reksia, bo do tego mnie zmusiliście, ale o tutaj, na tej ścianie zawiśnie przycisk YouTube'a, ale zrobiony specjalnie, to znaczy na tym przycisku nie będzie loga YouTube'a, tylko będzie wytłoczony jamnik.
380:  Tak zrobię, stroluję w ten sposób te onanistyczne przyciski, które wiszą za YouTuberami i za mną będzie wisiał jamnik.
388:  Tak będzie.
389:  jaką prywatnie osobą jest małopolski kurator oćmiaty, rozmawiało się i w kuluarach i prywatnie tak samo, moi drodzy, jak z każdym politykiem, a mianowicie uprzejmie i na uśmiechach.
402:  Zawsze wygląda to tak samo, niezależnie od tego, z kim rozmawiacie.
406:  Jest to powód, dla którego ja w politykę nigdy się nie chcę pakować.
411:  Lukas Alejandro, korzystając z okazji, chciał polecić kanał Lulu & Friends.
414:  Jeżeli myślicie, moi drodzy, przez jeden bodaj moment, że my na kanał Lulu & Friends nie wejdziemy, to jesteście w grubym błędzie.
