🔴 RINGS OF POWER — odcinek 7 i 8 | Recenzja ze spojlerami #4
🔗 https://www.youtube.com/watch?v=KnOkNME7JQs

69:  Muzyka
256:  Old McGuffin napisał Rings of Power sam Tajemnice w pudełku schował tu i tam Jeśli się nie podoba, pewniś brudny fan Co chciał nam zaś powiedzieć?
276:  Pojęcia nie mam
287:  MacGuffin, stary MacGuffin patronuje nam, moi drodzy, tak w naszym ostatnim spotkaniu z tym przecudownym dziełem kultury.
298:  Ja nie omieszkam stwierdzić nawet, iż jest to dzieło kultury wysokiej.
308:  Co powiedziawszy, myślę, że mogę rozpocząć ten cudowny moment, nasz piątkowy,
315:  słowami bardzo się cieszę, że mogę wreszcie wypowiadać się na temat całości tego serialu i wiedzieć absolutnie w stu procentach, że cała ta dyskusja dotycząca tego, czy to jest wierny Tolkienowi,
330:  Czy to jest niewierne wobec Tolkiena, czy to ma coś wspólnego z lore Śródziemia, Władcy Pierścieni, Silmarillionu, Księgi Zaginionych, opowieści i całej reszty, jest absolutnie, fundamentalnie i w stu procentach nonsensowna, ponieważ w tym serialu absolutnie nigdy o to nie chodziło, od samego początku.
349:  I możemy śmiało powiedzieć, że wszyscy daliśmy się zbejtować.
353:  To znaczy, ja do samego końca miałem nadzieję, że przynajmniej zostaną oszczędzone nam niektóre kretynizmy, ale niestety tak się nie stało.
362:  I druga rzecz, będzie recenzja całości serialu niebawem, jak wyzbędę się troszeczkę złośliwości i ostudzę swój zapał, ponieważ nie chcę robić kolejnej recenzji pod tytułem Rings of Power.
373:  Power to katastrofa!
376:  Fani lamentują, podczas gdy Jeff Bezos jest czarnym płomieniem tańczącym na kurhanie fandomu.
384:  Nie, nie chcę czegoś takiego robić, okej?
386:  Ale dzisiaj, dzisiaj co innego, dzisiaj będziemy się wyzłośliwiać i dziękuję Jakubowi Olwierowi za trybut, czy Sauron jest zły, ponieważ napisał scenariusz do Galarieli.
395:  Sauron, moi drodzy, gdy pisał ten scenariusz,
398:  To byłby on, to znaczy scenariusz, nie Sauron, znacznie bardziej inteligentny.
404:  Więc tak, plan na dzisiaj, moi drodzy, jest następujący.
406:  Przejdziemy szybciutko przez odcinek siódmy, w którym się absolutnie nic nie stało.
412:  Dopiero w drugim odcinku trochę więcej powiemy.
415:  Mam dla was dwie duże niespodzianki i jeden kiepski artykuł.
419:  Sauron to była jedna dobra postać.
422:  Poniekąd się zgadzam, poniekąd się zgadzam, natomiast ze smutkiem stwierdzam, że większość teorii fanowskich, co do których byłem przekonany, że nie, nie, one są zbyt oczywiste, żeby się sprawdziły, sprawdziła się.
433:  Dawidka, dziękuję za trybut.
434:  Dawid pisze, że po obejrzeniu poczuł się brudny i to mocno.
437:  To Dawidzie, powiedz mi, co ma powiedzieć, co ma powiedzieć nieszczęsna Galadrienne?
444:  Powiedz mi Dawidzie, skoro już się wkopałeś w to wszystko i zatrybutowałeś, wyjaśnij mi, co ma powiedzieć Galadriela, która wygląda jak jamnik, który się świeżo wygrzebał spod piachu, z tą różnicą, że jamnik ma rozum i godność jamnika.
458:  Więc Galadriela, jak dobrze pamiętacie, zapewne odcinek szósty, czyli ten, na którym...
464:  Zakończyliśmy nasze cudowne rozmowy.
467:  Mieliśmy wszyscy wtedy nadzieję, że ona umrze jak Harfuty.
471:  Uśmiechy dla fantastycznego Czerwia.
472:  Swoją drogą możecie się spodziewać niebawem małego kolabu.
477:  I nie ukrywam, że też miałem taką nadzieję, że Galadriela umrze, to byłoby cudowne, ponieważ jest to jedna z najbardziej antypatycznych postaci, jaka jest w tym serialu.
