🔴 Chaos to drabina, chytry krasnal się nią wspina — WARHAMMER 3 Chaos Dwarves #2
🔗 https://www.youtube.com/watch?v=8BwA8SNaGPw

12:  Dzięki za oglądanie!
194:  KONIEC!
257:  KONIEC
285:  KONIEC!
318:  Witam wszystkich przy Warhammerowskiej Niedzieli!
321:  Witam przy metalowych dźwiękach Niklasa Johanssona!
325:  Witam najserdeczniej Niega, Giuseppe Stalin, Zuzan O, Pełcio, Nadia Lewi, Wilka Obaczewska, Pusieńka, Śniezna i reszta naszych moderatorów!
334:  Pełcio, Green Axe, Deep Firebone, Atayaha, Niega, pseudoartystka czarny, Jeep879!
343:  Megafuka, Drajgan, Nikt, Wróbel, Rychu.pl, Dawid Wojacki, Jednoręki Bandyta, Rudy Lis, Bierny Obserwator, Marek Krause, Black Cat, Mandolina Entgrogu, Tom Ż.
359:  Kapłanka Chaosu.
386:  Rosół Skóry Domowej, Ola Kustra, Kamil Jekiełek, Józ, Erin, Suzy Diamond, Stachu Łuchac, także z naszych moderatorów dołączył Lukas P, Bartek Adamek, Ola Kustra, Przemek Woźniak, Miłosz Szawerdak, Siwy Dym, Norak, Sneflin Owl,
407:  Chyba wszystkich zdążyłem przeczytać.
409:  Co to się stało dzisiaj?
411:  Niega, PB1990, Cezary, Emeriu, Dominik Stochmal, Wojciech Franciszek Żurawski, moi drodzy, to jest najlepszy moment, żeby zaprezentować wam nowego jamnika!
424:  To jest jamnik brązowy!
427:  Jamnik zwinięty w kłębek!
431:  Jamnik radosny!
434:  który dostałem na wspaniałej konferencji, która była, czy wspaniałej konferencji, wyjąwszy debatę.
442:  Wyjąwszy debatę, tak.
444:  Witamy Kacpra Zapukowskiego, Jątek, Achkos, Filip Olchawski, Lord Andrę, Webziambelo, bardzo złośliwy człowiek, także dołączył, Grzybnia Pierwotna, Krzysztof Kłos, Dominik Stochmal, Cezary.
458:  Yaga, Ignivus, Emil Rusiecki, Basia Kozak, Sina Stay, Wiktoria Kuklińska, Golden Rose, Capix, nie Capix, Żółw Usunięto oraz Zły Czarownik i Katarzyna.
475:  Moi drodzy, już nie będziemy słuchać wspaniałego metalu, nie.
480:  Teraz, moi drodzy, będziemy tylko metal drzeć, rozdzierać na strzępy i czynić szkodę wszystkim, którzy są przeciwni racjom wspaniałych krasnoludów z Zarna Grund.
496:  Krasnoludów mianowicie chaosu.
500:  Musi rosnąć nasz Śląsk, moi drodzy.
503:  Mamy Pustkowie Bytomskie, mamy Dolinę Górniczą, mamy Hutę Haszuta, mamy nienazwane jeszcze miasta.
511:  Musimy gdzieś mieć Sosnowiec, ale to wtedy, jak podbijemy coś za granicą, moi drodzy.
515:  Szkoda, że mnie nie było w trakcie wykładu byłego rzecznika prawdziecka Marka Michalaka.
519:  Posłuchałem, posłuchałem Green Axe i dobra rzecz, naprawdę.
523:  Tic Tac prosi o jamniki urodzinowe.
525:  Czy Tic Tac otrzymuje jamniki urodzinowe od szlachetnych trybutariuszy, moi drodzy?
531:  Tak jest.
532:  Haszucie, pokaż mi swoje towary.
534:  Więc tak, moi drodzy.
535:  Zdołaliśmy wczoraj zgromadzić potężną armię.
540:  Ta potężna armia będzie jeszcze rosła.
541:  Będzie rosła w siłę.
543:  Tak będzie, nie zmyślam.
545:  I jak wzrośnie w siłę, to wtedy podbijemy absolutnie wszystkich.
550:  Co możemy zrobić?
551:  Na nic nas nie stać.
553:  To mnie kompletnie nie zdziwiło.
554:  Koszt budowy da nam obronę w zwarciu i 20% amunicji podczas obrony przed oblężeniem.
562:  Esz, to zły pomysł.
563:  Chaos Dłows są odpowiednio zbalansowane.
566:  Wiesz co, Bartku, na razie trudno mi powiedzieć.
569:  Wydaje mi się, że jest w porządku, ale może być lepiej.
572:  Więc poczekajmy na patche.
574:  Dominacja Konklawę.
576:  Absolutnie to bierzemy.
577:  Kult Hashuta.
578:  Uuu, też będzie trzeba.
580:  Uuu.
581:  Uuu.
582:  Musimy to mieć.
587:  To nie ja powiedziałem, co ciekawe.
589:  Jestem członkiem najwspanialszej internetowej społeczności, pisze Tiktak.
592:  Ojej, jak miło to czytać.
593:  Ale masz całkowitą rację.
596:  Udały i wysokość ognia, wysokość czapki jest oznaką statusu.
600:  No moi drodzy, ja nie chcę nic mówić.
603:  Ale ta czapa mówi sama za siebie.
605:  Czy tutaj, czy to są, przepraszam najmocniej, czy to są wielkie dwa flamingi?
611:  Wyglądają w ten sposób.
612:  Czy mam jeszcze jakichś bohaterów, którzy mają czapy?
615:  Oczywiście, że tak.
616:  Demoniczny kowal Czarnoksiężnik, ognia.
618:  Niestety Izdubar Wielki Górżegacz nie ma żadnej czapki i to jest zasmucające.
623:  Jest za to piekielnym kasztelanem, który może zwiększać mobilność, ale wpierw...
627:  zadbamy o to, żebym miał więcej blizn weterana.
629:  Jest też nasz nadzorca, o którym nie wiem absolutnie nic, ale ma jakieś umiejętności, więc skoro jest nadzorco, to niech będzie silny.
637:  Jest chyba nasz karawaniarz, tak, nadzorca konwoju, moi drodzy.
642:  Który to nadzorca konwoju?
645:  Co?
646:  Dlaczego on jest nowy nagle?
650:  Eee?
653:  To było dziwne.
654:  Wartość towarów plus 15% do limitu towarów.
657:  To będzie lepsze, ale to też będzie dobre.
661:  Dziwne rzeczy, moi drodzy.
663:  Niech żyją cylindryczne czapki.
664:  Tak!
665:  Gdzie Wałbrzych w tym twoim zagłębiu?
667:  No właśnie, moi drodzy.
668:  Trzeba wymyślić jakiś Wałbrzych, który będzie memicznie nazwany.
672:  Musimy też zadbać o lepszą... WUMASTA LEGINERAST!
676:  WUMASTA LEGINERAST!
677:  Absolutnie.
678:  Musimy zadbać o więcej armii.
681:  Absolutnie na nic nas nie stać.
683:  Musimy mieć zatem więcej uzbrojenia.
686:  I druga rzecz, którą możemy zrobić, to zadbać o to, żeby w konklawę... O tak, na drugim poziomie konklawę coś chcemy.
694:  Pozyskiwanie w konklawę plus jeden naturę.
696:  Nie jest to złe.
698:  Umiejętność armii Gniew Zar.
700:  Mały, przesuwający się do obszaru działania.
702:  Czy myśmy dostali, moi drodzy, właśnie jakąś wspaniałą umiejętność?
708:  Bierzemy to.
711:  Dobrze, mamy jedno stanowisko w kręgu drugim.
714:  Trzeba zrobić betonową pustynię katowicką.
717:  Wałbrzyg.
719:  Wiecie co?
720:  Niech i tak będzie.
722:  Niech i tak będzie.
724:  Proszę bardzo.
725:  Jeżeli chcecie, żeby Rzygi zostały utrwalone, tak będzie.
732:  Dobrze, tylko muszę to zapisać w stosowny sposób.
738:  Dobrze.
740:  Jest i Walbrzyg.
742:  Tak jest.
745:  Jeszcze stary i nowy obóz trzeba gdzieś ustawić.
748:  Jest to prawda, moi drodzy, jak jest już Dolina Górnicza, jest to prawda.
751:  Dobrze, tego bohatera nie potrzebujemy na razie.
755:  I od razu lepiej jest z naszymi finansami.
758:  Sztrolden!
781:  55 zasadzka, dobrze.
783:  Poczekamy tutaj w zasadzce.
785:  Tak będzie.
786:  Gomez nie wiedział.
788:  Fun fact od Ace88art.
791:  Wałbrzych jeszcze w latach 90.
792:  XX wieku uznawano za najbardziej zanieczyszczone miasto świata, a zatem Wałbrzych bardzo pasuje.
799:  Musi być też Brzydgoszcz.
800:  O Jezu, tak!
802:  Moi drodzy, gdzież umieścić Brzydgoszcz, jak nie w Wieży Rozpaczy?
812:  Brzyddy.
813:  Musimy to zapisać tak, jakby zapisały Chaos Dwarves.
818:  Brzyddy goszcz.
821:  Tak.
823:  I oczywiście, moi drodzy, ludzka manufaktura.
836:  Tak jest.
838:  Tutaj mianowicie przekształca się ludzi na łodzian.
843:  Czy debata będzie gdzieś w internetach?
844:  Jest, Marku.
845:  Jak wejdziesz w kartę społeczności, tam jest link do Stowarzyszenia Umarłych Statutów na ich YouTubie, jest utrwalone.
851:  Brzydkość, moje miasto.
852:  Jeremi, ja się dowiedziałem, że u was jest Muzeum Brudu i Mydła i myślałem, że to jest mem i żart, a okazało się, że nie.
860:  W Tarnowskich Górach po raz pierwszy na kontynencie użyto maszyny parowej do osuszania kopalni, pisze Rychupel.
866:  Proszę, proszę, nie wiedziałem.
868:  Wiecie, co jeszcze możemy zrobić?
869:  Ogarnąć tę tarczę chaosu, jeżeli tutaj nikt się nie pojawi.
875:  O, po ciupu lupu!
880:  Granitowa Straż jest nasza!
888:  Olera jasna, dobrze byłoby tutaj wpływ w kąt, klawia da nam 75.
893:  Dobra, ta tura i zobaczymy.
899:  Czy lepiej przejść podstawową kampanię, czy zacząć nieśmiertelne imperia z wszystkimi częściami?
903:  Wiesz co, Pomotix, możesz przejść podstawową kampanię Kislevem razem z Samouczkiem, to dużo daje.
909:  Fajnie się też gra podstawową kampanię Katajem, natomiast całą resztą frakcji, wyjąwszy Dawizur, czyli Krasnoludy Chaosu, polecam grać w Immortal Empires.
921:  Jak wypadają Krasnoludy Chaosu na tle Skavenów?
923:  Są bardzo podobne do Skavenów, wiecie?
926:  To mnie zachwyca.
938:  Jaworzno-szczakowa, jako dworzec chaosu, powinien być Wiktorio.
942:  Zwłaszcza, że skoro mamy już Żygi, to czemu nie zainwestować w Szczanie?
948:  Muzeum Mydła i Historii Brudu, nazywajmy rzeczy prawidłowo, poprawia Emeriu.
952:  Czyli Grzegorz Wątroba z Okiem Deva, swoją drogą polecam jego kanał, mówi tam dużo o grach od strony deweloperskiej.
960:  Mylił się mówiąc, że to jest Muzeum Brudu i Mydła, ja wiedziałem.
963:  Warszawa, nie denerwujcie mnie, jadę do Warszaw.
972:  Będę w Warszawie w czwartek.
982:  Co za hańba!
985:  O Boże!
990:  19.00, mam w Centrum Nauki Kopernik referat.
996:  No jadę pierdolino, bo czym innym?
997:  Jeszcze inne teraz Intercity lądują na jakimś innym dworcu zupełnie.
1004:  Czy mam wizę?
1005:  Właśnie, nie.
1006:  Nie wiem, czy mnie kongresówka wpuści.
1008:  Witamy, Gluchenmuchen się aktywniła, bo warszawy szkalują.
1014:  Jesioł, dzięki za trybut.
1015:  Jutro przyjeżdżam do Polski.
1016:  Polecacie jakieś fajne knajpy w Katowicach?
1017:  MadMik.
1019:  Świetna burgerownia.
1021:  Ale lepsza... Wiecie, co jest lepsze od burgerowni MadMik?
1024:  Ta muzyka, którą ja tutaj słyszę.
1027:  Przegląd wojsk, moi drodzy.
1028:  Mamy nowy oddział.
1031:  Nowy, elitarny oddział.
1034:  Hufców z giwerami.
1036:  Tak jest!
1038:  Hufce z giwerami są potężne!
1043:  Ej, ej, co jest?
1044:  Oni str... Uuu, oni rzucają pod toporami, ciekawe.
1049:  Fajne.
1051:  Dobrze.
1053:  HAI!
1054:  Elgion, dzięki serdeczne za trybut!
1056:  Ave Dominus Nox!
1058:  Ma go się 100 dnia wyniesienia i jest zajebista, domyślam się, Elgion.
1062:  Tak!
1063:  Potwierdzam.
1065:  Bardzo się cieszę, że się podoba, kochani.
1067:  Nie ma nic piękniejszego niż uczucie, że się coś podobało, co się poleciło.
1071:  Bardzo się cieszę też, że się podoba Dungeons & Dragons.
1074:  Dużo osób pisało w komentarzach, że dziękuję za polecajkę, bo sporo też osób nie dawało temu filmowi szans.
1082:  Wchodzę na live'a, pisze Natalia, pierwsze słowa Krzysztofia, czemu nie zainwestować w Szczanie?
1086:  Będzie ciekawie.
1088:  Widzicie w ogóle, że przypomniało mi się a propos Szczania i a propos dworców chaosu i Rzeźny Szczakowej, to wszystko jest, everything is connected.
1096:  Mianowicie u Rogera Zelaznego w Amberze są dworce chaosu, zawsze mnie to bawiło.
1102:  Zamiast żeby były dwory chaosu, to są dworce.
