Ostatnia bitwa — GRAND CATHAY Livestream #2
🔗 https://www.youtube.com/watch?v=KfvNKJi8lzE

11:  Muzyka
76:  KONIEC
101:  Dzięki za oglądanie!
179:  Dzięki za oglądanie!
317:  Witajcie!
319:  Witajcie, czaty!
321:  Wyjątkowy stream czwartkowy Warhammerowski!
327:  podczas którego będziemy walczyć z chaosem, będziemy bronić Wielkiego Bastionu, rekonstruować potęgę Kataju.
335:  Witam Juliusza, witam Mikę, witam Samawita, witam Motakumę, witam Adama S. Wikinga, witam Tomasza Adamskiego, mistrza Hlajtai, witam Sukalfit Martynę Łopuszyńską, witajcie najserdeczniej, witam Elgiona.
352:  Vitam Uriotivi Gangalfa, Vitam Conrada Dvimusa, Vitam Sun Jey, Vitam Mikasa,
361:  Wiem, wiem, czekacie na Elden Ring, ja też czekam na Elden Ring.
364:  Też czekam, też się nie mogę doczekać, będzie w sobotę i będzie w niedzielę.
366:  W sobotę już od 16 zaczynamy.
368:  Witamy Red Angel, witamy, jeszcze raz witam Dvimusa, bo co tam, witam Petra Stachnio.
374:  Witajcie serdecznie wszyscy, którzy też będziecie oglądać później.
377:  Muzyka z Warhammera zaraz do nas popłynie, ponieważ Creative Assembly w dalszym ciągu nie poradziła sobie z błędem, który kraszuje grę podczas alt-tabowania, więc w trakcie ładowania streamu skraszowała dwa razy.
390:  Jestem w stanie zrozumieć, dlaczego Legend of Total War jeszcze nie zdecydował się wznowić streamów z Warhammca, ale podobno mają przyjść poprawki i ma wreszcie być Mortal Empires, więc zobaczymy, moi drodzy, jak będzie.
403:  Dvimus pisze, że czekał na Warhammera.
404:  Bardzo dobrze, cieszę się.
406:  Witamy Nadię Lewi, witamy Belzara, Michała S., Krzysztofka.
411:  Witajcie, witajcie.
412:  I Dzigowego witamy.
413:  Tak, oś Dzigowy warował, czuwał, czatował jeszcze przed początkiem streamu.
419:  Wielkie nieba.
420:  Witamy Anię Kaźmierczak.
421:  Chyba pierwszy raz cię witam na czatach.
424:  Witamy Drakina, Lorda Anterga i The Holy Crusader'a, moi drodzy.
430:  Sprawdzam, sprawdzam.
431:  Powinno już, muzyka powinna już do was płynąć.
434:  Powinna, powinna.
435:  A teraz jeszcze się upewnię, czy będzie płynął obraz.
439:  Mam taką ogromną nadzieję.
441:  Zaraz powinno wszystko być.
442:  Chyba.
443:  Mam taką nadzieję.
445:  Moi drodzy, przypominam jeszcze, że jest nasz... nasza skarbonka cały czas.
451:  Warhammerze, działaj.
453:  Błagam, działaj!
458:  Czy naprawdę... Warhammer scratchował?
466:  Robimy próbę numer dwa.
469:  Robimy próbę numer dwa.
470:  Oczywiście, że można napić się piwa.
471:  Co to za pytanie?
472:  Trzeba się napić piwa.
474:  Tak, ostrzegam was, ten błąd al tabu pojawia się bardzo często teraz, niestety.
480:  Dobra, teraz powinno być już okej.
481:  Mam taką nadzieję!
484:  To Warhammer 3, powinno być git.
486:  Powinno być git.
488:  Musimy pamiętać, że nie, w żadnym wypadku nie można gry... Przechwyty konkretne na okno, powinno być okej już.
497:  Witamy Julię Opaczewską także i Aleksandrę.
500:  No czaty, cóż się dzieje?
504:  Cóż się dzieje się?
509:  Czy CA naprawdę to nam zrobiło?
512:  Czy CA naprawdę to nam zrobiło?
517:  Mam nadzieję, że tak nie będzie.
520:  Haha!
521:  Haha!
523:  Haha!
532:  Okej, teraz się pojawiło Warhammer Proxy Window.
535:  Nie mam zielonego pojęcia co się dzieje.
547:  Okej, jest to skrajnie zdumiewające.
550:  Tego jeszcze nie mieliśmy.
552:  Mam wrażenie, że przez te zmiany, które wprowadziło Creative Assembly, teraz jest pewien problem.
560:  To znaczy, nie chcę przechwytywać.
564:  Cóż to znaczy?
567:  Poczekajcie, jeszcze raz spróbujemy sobie z tym faktem poradzić.
576:  Ostatnią próbę podejmuję.
579:  Powiedziałem, że dzisiaj trzeba... Tak, jest to stream z odpalania Warhammera 3.
584:  Z jakiegoś względu... Z jakiegoś względu jest tak, że poprawka, które są w Created Assembly nie przechwytuje okna.
592:  Świetnie.
593:  Spokojnie, poradzimy z tym.
596:  Poradzimy z tym, moi drodzy, albowiem jeszcze można w inny sposób przechwytywać i zobaczymy.
602:  Oby się to udało.
605:  Mam taką w każdym razie ogromną i niewysłowioną wprost nadzieję, a tymczasem przechwytywanie gry najwyraźniej nie będzie działało.
618:  Tak.
620:  Teraz powinniście mieć.
624:  Moi drodzy, co się tu dzieje, jakie przygody straszne!
630:  Nie wolno tak!
633:  Spisek!
635:  Spisek to był!
637:  Nie chciano, żebyśmy grali katajem, a będziemy grać katajem!
645:  Pełnoekranowy jest zepsuty?
647:  Właśnie, byliśmy cały czas w bezramkowym, ale to jest jakaś kompletna paranoja to, co się dzieje w tej chwili.
654:  Creative Assembly naprawdę grabi sobie i to bardzo, u wielu twórców i wielu streamerów.
660:  Ja przestaję powoli bronić Creative Assembly.
664:  Nie powinny takie rzeczy się odjanie pawlać.
666:  Moi drodzy!
668:  Ostatnim razem, jak byliście, Miao Ying, Smoczyca Bóż, zaczęła ruszać w kierunku Kuźni Dusz, tam gdzie ma się zmierzyć z Belekorem.
679:  Ale, ale!
680:  Jest jeden problem.
681:  Równocześnie przeciwne naturze monstra zaczęły nas atakować.
685:  Musimy niezwłocznie powstrzymać tę inwazję.
691:  Więc Miao Ying teraz czeka radosna walka.
696:  Czy gram kontynentalnym Tajwanem?
698:  Tak na to wygląda.
701:  Creative Assembly aka Creative Way to Crush the Game.
705:  Mam nadzieję, że nie macie problemów z Warhammerem, jak w niego gracie, ale... no cóż, ja mam!
714:  Warhammer 3 jest jeszcze w becie, czy to wersja finalna?
716:  To jest niestety wersja finalna, ale Legend of Total War właściwie powiedział, że to jest globalna beta, którą zrobiło CA.
726:  W następnym tygodniu na Epicu będzie dobiór Warhammer 1, a to jest dobra wiadomość, tylko pamiętajcie, że jak na Epicu macie Warhammera 1, a na przykład na Steamie Warhammera 2 lub Warhammera 3, to nie będziecie mieć Mortal Empires wtedy.
738:  Trzeba mieć wtedy wszystkie wersje na Epicu, czyli Warhammera 1, Warhammera 2 i Warhammera 3.
741:  Nie ma innego wyjścia.
747:  Moi drodzy, więc nasza sytuacja jest dramatyczna, to znaczy zostaliśmy zaatakowani ze wszystkich stron.
752:  Dodatkowo w dalszym ciągu nasz wspaniały sojusznik nie chce z nami konfederacji, więc będziemy musieli go zmiażdżyć, obawiam się.
763:  I druga rzecz, która jest konieczna, to wyeliminowanie absolutnie wszystkich oddziałów, które tutaj stacjonują.
772:  Nie możemy ryzykować.
777:  Zły czarownik zastanawia się, kiedy wróci młotek.
781:  Krzysztofie, czy czytałeś coś Lovecrafta?
783:  Pyta Julia.
783:  Warto, polecam, bo wygrałem jedną z książek w jakimś konkurcie.
785:  Leży i się kurzy.
786:  Jak powiesz mi, jaka książka, to powiem ci, czy warto.
789:  Niech będzie pospany.
791:  To co, Urszula, tak?
792:  Sen cię morzy, ale to się nie dziwię, jest czwartek, jest godzina 18, to jest pora senna, która to już stóra 162, ale to jest sama końcówka kampanii.
803:  Perry wchodzi na walkę techniczną.
805:  Usprawiedliwiam się!
