🔴 S(t)erowce!!! — WARHAMMER 3 Malakai Makaisson #3
🔗 https://www.youtube.com/watch?v=Zew4lTb8CnA

11:  Muzyka
117:  KONIEC!
196:  Dzięki za oglądanie!
448:  KONIEC!
542:  Witam wszystkich najserdeczniej przy dźwiękach muzyki Oliviera de Livier, przynajmniej w taki sposób zostanie z nami Plague Tale Inocencji Requiem.
551:  Witam i przepraszam, że dzisiaj nie ma Q&A, ale muszę oszczędzać głos, bo w przyszłym tygodniu CD Action Expo, za dwa tygodnie konferencja na Politechnice Gdańskiej za trzy pyrkon, więc muszę być zdrowy.
566:  I odrobimy sobie Q&A w przyszłym tygodniu, w niedzielę.
568:  Witam najserdeczniej wszystkich przybyłych, burkaczki cukrowe, kapłanka chaosu, Borowiczek, Serenoks, Bilgomeza, Astray, Froget, Grzegorz, Sikora, Grafik, Łycz, TikTak, fajny Robert, Kamil, Tomasz, Łuk, Kowalczyk, Mio, Kunczas, Whiteley, Agnieszka, Saran, Schopenhauer, Boże, jak... Ale to buja!
585:  Jest już bardzo długo ta muzyka.
587:  Vegeta 2, 3, 3, 2.
590:  Wodzu Eternitas.
591:  Wodzu pyta, jakie ogólne wrażenia z Ghost of Tsushima.
593:  Pozytywne, ale nie takie jak przy God of War Ragnarok.
596:  Jest za prosto teraz, mimo że gramy na poziomie trudnym.
599:  Ghost of Tsushima, nawiasem mówiąc, wraca w środę, więc niebawem, ale w przyszłym tygodniu, w sobotę, nie ma streamu.
604:  Wiem, skomplikowane.
605:  Alizan Imperium, Bartosz Nowak, Black Cat, Knur Maciek, Schopenhauer, Foxy Gwen, Ash Modej, Płonąca Lilia i Moltor oraz...
614:  Rurek Michał Pęksa i Newrast, Jaszczur, Król Damian Kajm, Szafeł Niewi, który wspiera od 7 miesięcy, za co dziękuję, Brontos Wasso, Gnadia Lewire, szanownych wspaniałych moderatorów, Smutny Ślimakołak, Simp Kant i Borowiczek i Emeriu Preter Posejdun.
634:  Dominik Fidziukiewicz tymczasem jest jam nikołajem i mówi niuch do wszystkich, obdarowując wsparciem np.
640:  cytrynową frytkę, wenzanta, wiktoriusa, miriamkę i ołdpira.
643:  Dziękuję serdecznie.
644:  Witamy serdecznie.
646:  Kadzire, Jasar, Ksawelego, Szała, Akmp, Karolk45, Wagnar20, Kazarkomak, Piekielno, Jamniczego Ognia.
653:  ...Newrast i Krystian, tak jest, konferencja na Politechnice Gdańskiej będzie robiona przez Joannę Mytnik, jeśli mnie pamięć nie myli, i zbiera wszystkich, będzie... Boże, drogi, Anna Szulc, dlaczego chciałem z Anny Szulc zrobić Urszulę, i ludzie ode mnie z AGH-u, z Centrum e-Learningu, wszyscy z Polski, którzy zrobią jakieś innowacje edukacyjne, będzie fajnie.
673:  Gaius, Flavius, Valerius, Konstantinus nie będzie powitany, Arkadius C., Arti Niezłomny, Bartosz Nowak, Nocturne, Onufry, Małgorzata P. Szymon Zajdel i Adam K. Ulkiorra, Wojtek W., TikTak, Adam Borkowski, Majestic Dwarves, jak najbardziej adekwatnie do dzisiejszego streamu, który będzie z Malakaja Makajsona, moi drodzy.
692:  I niech muzyka z Warhammera Total War już pomknie do nas radośnie.
697:  kontynuujemy naszą rozgrywkę tam, gdzie ją zostawiliśmy.
701:  Jeszcze Lucifer niech będzie powitana, i Funcia, i Aredel, Salvetta Tutti, tak, Anita, i Kuba, i Vancouver, chyba wszystkich wyczytałem praktycznie, Teu, to jest jeszcze Rainy Fox Justin.
714:  Moi drodzy, jak obiecałem, tak zrobiłem.
717:  To znaczy, to pomarańczowe to jest guano, które się rozlało, jak Krzysztof Offstream zniszczył siły Nergla i rozbudował imperium.
726:  w sposób, który zabezpiecza nam kontrolę, przynajmniej nad tym pasem.
731:  Tu się chaosyci usiłują przedrzeć, ale im się to nie uda.
734:  Natomiast plan jest następujący, to znaczy, żeby przenieść Malakaya Makajsona
739:  Dlatego też został pozbawiony armii.
740:  Musimy go zranić, bo nie można go przenieść w taki sposób, jaki można każdego innego lorda, to znaczy zastąpić.
746:  Więc będziemy go chcieli przenieść na drugą stronę świata, skoro tutaj już poczyścił, co miał poczyścić, żeby przeniósł się mianowicie tutaj w okolice Ostlandu, bo możemy sobie tutaj wylądować, jeżeli mnie pamięć nie myli, albo w tym miejscu możemy wylądować.
758:  Jedno z dwóch.
760:  Więc przemieścimy się tutaj i rozwiążemy problemy związane z wampirami.
765:  W ramach naszych wspaniałych przygód Malakaja, Lucas Senpai, dziękuję serdecznie za wsparcie od 6 miesięcy.
770:  Jamnik, jamnik, jamnik, jamnik, jamnik, jamnik, jamnik, pisze Lucas Senpai i ma za każdym razem rację.
775:  Pokemon Nacja Ognia, tak, widziałem już trailer Nutland z Genshin'a i wygląda to tragicznie i katastrofalnie.
781:  Więc już się obawiam, że Archon Ognia, na którego czekam od trzech lat grania w tę grę, będzie małym kaszojadem z dużym mieczem półtoraręcznym, którym będzie robił wiru wiru bączka, więc już jestem zmartwiony tym faktem.
795:  Jeszcze tylko 12200 subów do zobaczenia Reksia.
798:  O Boże, nie przerażajcie mnie.
800:  Nikt teraz nie powie, że 143 i tak mało prowincji, prawda?
803:  Prawda?
804:  Nikt nie powie.
805:  Więc takie są plany, ale oprócz tego, to co obiecałem.
811:  a mianowicie Pan Val ma flotę sterowców.
