🔴 Yuan-bo się nie poddaje — WARHAMMER 3 Yuan-bo #3
🔗 https://www.youtube.com/watch?v=QhPpSA1b--4

9:  Muzyka Muzyka
48:  Muzyka
72:  Muzyka
111:  Muzyka
139:  KONIEC
210:  Dzięki za oglądanie!
245:  Witam wszystkich!
247:  Witam wszystkich najserdeczniej przy tych wspaniałych dźwiękach!
262:  FK, Gerwazy1, Wyznawca Rogatego Szczura, Emsterginio, Justin Piasecki, Kluchenmuchen, Ptyś Różowy, Bigomeza Firenz, Wyznawca Rogatego Szczura, Kaczor Ozdoła, Muminak, Julia Noob, Longinex12, Agnieszka Brzozawska, Nie mam pomysłu na sen, Joanna Maślankiewicz, Coltis1, Rucifer, który krzyczy... Szejtan!
284:  Lilif the Shadow, Artur Lampke, Longinex, Mateusz Stacewicz, Mikołaj Trąd, Cintalan, Palaksinta, Gancu, Szejk Truskawkowy, J2G, Sybin, Nemeczek oraz Maxka.
296:  Uświadomiłem sobie, że patrzę do złej kamery.
298:  Patrzę już do dobrej kamery.
300:  Małgorzata Piła, Tsuki Tsubane, MagdaM1, SRB, Karol Kowal, Memory, Aradel, a ta muzyka jest tak dobra, że puszczam ją dalej.
310:  I nirnijew arnojedijet i Susi Dajamont i wszyscy przybyli, moi drodzy stali i nie stali widzowie kanału, wszyscy zdumieni tym, że w poniedziałek o takiej godzinie jest stream, a stream jest o takiej godzinie z bardzo prostego powodu, mianowicie skończyłem wcześniej podcast i dlatego wcześniej jest stream.
326:  co powiedziawszy Czemiejs, Karol Łukaszewski, Jarosław Kaczka, Lajmos, Masalach, Draven, Grwazy1, Sorbet, Szak Kuki i Luka Senpai oraz M4QV, Patrycja B. Wszyscy, którzy lubią Warhammera, wszyscy, którzy nie lubią Warhammera, wszyscy, którzy czekają na skavenów rzeczy.
346:  Tak, tak.
346:  Tak, szczury będą, ale nie dziś.
348:  Dzisiaj, Juanbo, moi drodzy, myślałem sobie, czy czytać dalszy ciąg trylogii Likaniusa, czy też nie poddawać się, czy też pokazać, że może i przegraliśmy bitwę ostatnią, ale to nie oznacza, że nie wygramy bitwy przedostatniej i nie oznacza to tym bardziej, że nie wygramy jakiejkolwiek bitwy dzisiaj, ponieważ wygrałem przynajmniej jedną.
368:  Mumina, Karolitka, Venzant oraz Mr. Genio i Serenox.
373:  Witam was wszystkich naj, naj, najserdeczniej.
381:  Moi drodzy, Warhammer.
385:  Warhammer wraca.
388:  A my razem z nim.
393:  Ten Warhammer to jak jest DLC do Gęsina?
395:  Chciałbym.
397:  Chciałbym, moi drodzy, już wyłączam muzykę naszą, nam towarzyszącą.
401:  Dzisiaj nie mamy żadnych innych zadań, moi drodzy, poza wygrywaniem spektakularnym bitew.
406:  Mam nadzieję, że się dobrze macie w tym czasie przedświątecznym i mam również nadzieję, że gra nie jest za głośna.
412:  Czemu tak wcześnie?
413:  Nie wiem.
413:  Znaczy wiem.
414:  Skończyłem wcześniej, moi drodzy, podcast, na który zostałem zaproszony.
417:  Bardzo sympatyczny, swoją drogą, podcast.
419:  Rozmawialiśmy ze studentami o światotworzeniu.
422:  Pół godziny to maj.
423:  Podobno mam wyjść 27 w sobotę.
425:  Będę wam dawał znać.
426:  Koltis1, dzięki za wsparcie od 26 miesięcy.
428:  Mój 9-letni syn cię pozdrawia.
430:  Wszystkiego jamniczego.
434:  Dla 9-letniego syna Koltisa1.
438:  Dziękuję za pozdrowienie.
441:  Czasem trzeba poddać wojnę, żeby wygrać bitwę.
445:  Mateusz Stacewicz znakomicie podsumował, moi drodzy, nasze zmagania w Warhammerze.
450:  One były tak straszliwe, że ja off-stream, to jest jedyna rzecz, którą zrobiłem, wycofałem się z tego miejsca, czyli spod Exoatl, po to, żeby lizać rany.
462:  jak również rekrutować nowe postaci za pośrednictwem naszych wspaniałych generałów, którzy, jak słyszycie zresztą, są działami cukrowymi o krwi smoczej.
473:  Dragon-Blooded Sugar Gun.
474:  Cintalan Palacinta pisze, że to cudowne jamniki.
477:  Tak jest, masz do nich dostęp, ewidentnie ze sprawy jakiegoś jamnikołaja.
482:  kiedy wpadnę na Uniwersytet Ekonomiczny.
484:  Chciałoby się, moi drodzy, mam nadzieję, że się uda w przyszłym roku w takim razie, skoro teraz się nie udało.
490:  Człowiek przystrzykł brodę, ułożył inaczej włosy i ludzie od razu mówią mu, że wygląda na staropiszegancu.
495:  Witaj w moim świecie!
500:  Co śmieszne, cieszę się, bo w końcu nie wyglądam jak 16, mając 25 lat.
504:  I widzisz, ja też tak zawsze chciałem, ale mnie i tak zawsze traktowano jako puersenex, czyli starego malutkiego.
509:  Przekazałam dzisiaj mojej dyrektorce, pisze Agnieszka Brzozowska, link do rozmowy z Anną Szulc jest mega pozytywnie zastawiona do zmian i chce je zrobić.
515:  Ej, to to jest bardzo dobra wiadomość.
518:  Trzymam kciuki, Agnieszka, mam nadzieję, że się uda.
521:  Czyli warto takie rozmowy robić, moi drodzy.
524:  Juliusz nie odpowiada na pytanie.
527:  Przepraszam, nie pamiętam, kiedy byłem tak chory jak teraz.
529:  O nie, od nieobecności mam zaległości na uczelnię, ponieważ niestety jest frekwencja.
532:  Ominęła mnie ostatnia rozgrywka w RPG-u.
534:  Moi drodzy, jamniki zdrowotne dla Juliusza i wszystkich chorych są potrzebne.
538:  Mamy takie.
540:  Mr. Junio pisze, że właśnie przyszedł zakończenie Cyberpunk'a w ścieżce Reed'a.
543:  Oj, oj, oj, wspaniałości.
546:  Jak miły wieczór, moi drodzy.
547:  Wszystko mija, nawet najdłuższa żmija.
549:  Wieczór, kiedy przegrywamy z obrzydliwymi, paskudnymi jaszczurkami zimnokrwistymi, musi zakończyć się spektakularnym zwycięstwem.
556:  Jaki jest plan?
557:  Plan jest taki, żeby zrekrutować najpotężniejsze jednostki do naszej armii.
562:  Czyli zostajemy z terrakotowymi strażnikami, z niebiańskimi smoczymi kłusznikami, którzy mają największy zasięg w grze, niebiańską smoczą strażą, robimy artylerię i nie rekrutujemy już w ogóle.
572:  Tych cholernych, bezużytecznych, antracytowych czy innych lwów.
577:  Zero lwów.
578:  W tym zero lwa rywina.
580:  Czy lew rywin jeszcze żyje?
582:  To jest pytanie.
583:  Mała mówi, że źle wyglądam z ogloną brodą, pisze Serenox.
586:  Zostaw wtedy brodę.
588:  Gotrek!
589:  Gerniszen!
590:  O nie, nie wziąłem herbatki.
592:  Zatrzymać stream!
625:  Nie ma takiej możliwości, żeby zostawiać herbatkę.
628:  Herbatka jest kochana.
630:  Herbatka musi być.
632:  Zawsze.
634:  Czy będziesz kiedyś wykładał na UJ w Kielcach lub był jakikolwiek inny event?
638:  Gdzie są Kielce?
641:  Czy Kielce są daleko?
642:  Ostatnio dostałem zaproszenie do Piły i spytali mnie bardzo dobrzy ludzie, czy przyjadę do Piły.
648:  Ja powiedziałem, że nie.
651:  Nawet za honorarium.
653:  Przepraszam wszystkich w Pile, ale to jest za daleko.
655:  Ja wiem tylko, że w Spale spałem w Pile.
658:  Tyle wiem o Pile.
659:  Nic więcej.
660:  I wiem też, że jest dalej niż brzydkość.
663:  Jezus Maria.
665:  Kielce to są dwie godziny pociągiem.
667:  To brzmi lepiej.
668:  To brzmi lepiej niż Piła.
669:  Do Brzydgoszczy się jedzie jakimiś godzinami tylko po to, żeby potem trafić do Bydgoszcz.
675:  Najgorzej.
678:  Najgorzej.
681:  Nie zdążyłem nawet pochwalić Olgi Arystokarczuk po tylu gęsi nowych streamach.
686:  Nie można nawet bluźnić chwaląc głód Pajmon.
688:  Jest to prawda, moi drodzy.
691:  Powiedzcie mi, mam nadzieję, że są dobrze poziomy dzisiaj mikrofonowe i wszystko jest dobrze i brzmi dobrze i nic nie pikuje, nie dzieją się rzeczy, nawet jak Krzysztof wrześnie!
703:  Traktat pokojowy.
704:  Otóż nie, nie, nie, moi drodzy.
707:  Siostry Zmierzchu walczą z północnymi prowincjami i zachodnimi prowincjami, z którymi my chcemy się skonfederacić, więc nie.
715:  Haha.
728:  Ja osiągnąłem ten poziom synchronizacji z głosem Shiva Palpatina, że nie muszę używać żadnych modyfikatorów dźwięku do tego.
738:  złamałeś serce mojemu chłopakowi, który jest spod piły.
740:  Okrutne słowa.
741:  Przepraszam, po prostu Kraków jest za daleko.
743:  Można się zemścić za te słowa, mówiąc o tym, że Kraków jest za daleko.
748:  To działa w dwie strony, moi drodzy.
751:  Popatrzcie, od razu ta armia wygląda lepiej.
753:  Czyż nie?
754:  Czyż nie?
756:  Czyż tak?
758:  Artyleria, wiecie co?
761:  Będziemy mieli więcej flar ognistego deszczu, tak myślę.
769:  Tak, weźmy cztery.
771:  Nie będziemy brać tych bezużytecznych strzelających, bo mają krótki zasięg.
775:  Weźmiemy artylerzystów żurawia wszelako.
778:  Ich tak, chętnie.
779:  Ich powinno to wystarczyć.
782:  Pięć.
785:  Czyli jeden oddział.
787:  A i tak to będzie za dużo, moi drodzy.
790:  O jeden, więc najwyżej się pozbędziemy niebiańskich smoczych kuszników.
794:  Jeśli chodzi o głos, to Rysława i tak dużo brakuje.
797:  Spokojnie, moi drodzy, nadrobimy i to.
799:  Po prostu Krzysztof musi wydać bardzo dużo pieniędzy, żeby brzmić jak Rysław, a Rysław po prostu brzmi jak Rysław.
806:  Natomiast jest plan taki, żeby był alternatywny mikrofon do nagrywania vlogów wyłącznie, bo ten mikrofon jest bardzo dobry do streamów z uwagi na to, że on odrzuca większość klików myszy i klawiatury i tak dalej.
817:  Natomiast do vlogów mógłby być inny.
821:  Nie wiem, czy tędy jest mądrze jechać.
826:  Tutaj wyślemy karawanę.
828:  Jak również do live'ów w Q&A wtedy, bo tam jest spokojniejsza muzyka.
834:  Kim jest Rysław?
835:  SRB.
836:  SRB.
837:  Rysław.
839:  Rysław to jest osoba, którą powinno się bezwzględnie śledzić, jeżeli się lubi gry i grańsko.
846:  Rysław to jest Nestor, powiedziałbym, polskiego gamingu.
850:  Streamuje też na YouTubie i na Twitchu i robi audycję Grysław już od lat.
856:  Audycja Grysław jest tak długa już, że to 326 odcinek, moi drodzy.
862:  Grysław to jest człowiek i instytucja, tak.
865:  Zgadzam się.
867:  Dla mnie mikrofon to mikrofon, piszę mu minak.
868:  No widzisz.
870:  No widzisz, więc sprawa jest taka, że to jest prawda, tego się nie słyszy, tego się nie słyszy na przykład do momentu, w którym Krzysztof nie zacznie mówić bez post-processingu włączonego na mikserze.
882:  Wtedy od razu słychać, że jest jednak jakaś różnica, a jak włączę post-processing, to nagle wszystko brzmi inaczej.
888:  Wszystko jest kwestia osłuchania się, moi drodzy.
893:  Popatrzcie, Exoatl nie chce nas zaatakować.
896:  W ogóle tutaj jest jakieś wiru wiru.
897:  Co to znaczy to wiru wiru?
899:  Czy to znaczy, że to jest jakieś miejsce, które mamy zdobyć?
902:  Tutaj mamy być w każdym razie.
904:  Dużo jest do zrobienia, moi drodzy.
911:  Co to było?
912:  Scena, macie rację.
915:  Mówiłem wam, że bez post-processingu będzie brzmiało źle.
919:  Mówiłem.
921:  Więc tutaj jest jakieś wiru wiru dziwne.
923:  Powtórzę.
925:  A tutaj jest jakaś misja, którą musimy zrobić.
927:  Zgub gady.
929:  Druga rzecz, którą wymyśliłem, to skoro my się tutaj tak bardzo wolno, moi drodzy, posuwamy, to możemy wykorzystać to przejście, czyli szlak morski i on nas zaprowadzi na drugą stronę świata.
941:  I to zrobimy z naszą trzecią armią.
944:  Memory pisze, że ma rozterkę.
946:  Wzmaga we mnie poczucie, że studia, na których jestem, nie są dla mnie.
949:  Może to przemęczenie, może zimowa chandra.
951:  Nie wiem jednak, jak rozpalić znowu chęć do działania.
955:  Daj sobie czas.
957:  Troszeczkę przynajmniej, wiesz?
958:  Zwłaszcza ten odpoczynek jest potrzebny.
962:  Jeżeli masz poczucie, że teraz mówisz te słowa z wolną i wypoczętą głową, to możemy gadać o tym dalej, ale mam takie poczucie, że bardzo możliwe, że przemawia przez ciebie po prostu zmęczenie i wypalenie.
975:  Bo zimowa chandra, moi drodzy, to nie jest coś, co istnieje.
979:  Natomiast wypalenie to jest coś, co istnieje.
981:  To nie jest tak, że pory roku na nas wpływają w jakiś magiczny i mistyczny sposób.
986:  Wiatry przybrały fatalny kierunek, powiedział każdy w szalecie miejskim.
990:  A brak równowagi między nimi wpłynął na twoich żołnierzy, nie powiedział nikt w szalecie miejskim.
995:  Chociaż możemy powiedzieć, w sumie, tak jak się zastanawiam, że to metaforycznie są nasi żołnierze, którzy walczą o nasze zdrowie.
1002:  Nie, nie będziemy tego mówić.
1004:  Niczym opętańcy stają się podatni na wybuchy szału.
1007:  Wszędzie dostrzegają wroga i palą się, by wymierzać carską sprawiedliwość.
1012:  Zielarze zauważyli nawet ponoć, jak ich w oczach pełzają płomienie.
1017:  Poślij wszystkich do Smoczej Rzeki.
1020:  Ależ mi się to podoba.
1021:  Albo obowiązkowa medytacja.
1025:  Jakie jest moje ulubione święto?
1027:  Święta Bożego Narodzenia.
1028:  Zawsze lubiłem święta, bo wtedy są prezenty, moi drodzy.
1031:  Najlepsze święto jest takie, kiedy są prezenty.
1033:  Czy z okazji Święta Niepodległości na przykład dostajecie prezenty?
1036:  Nie.
1036:  Czy z okazji święta Dnia Nauczyciela, Święto Edukacji Narodowej dostajecie jakieś prezenty?
1044:  Nie.
1045:  Ergo?
1048:  Montę mieszane, czy najpierw białe?
1050:  Oczywiście, że mieszane.
1052:  Oczywiście, że mieszane, Jacku.
1057:  Czy z brakiem witaminy D przy braku słońca, czy ono właśnie nie tworzy tego, co nazywamy zimową jesienną handlą?
1063:  Oczywiście zawsze jest jakieś medyczne wytłumaczenie, natomiast zażywanie spacerów jesienią czy zimą to też jest dobry pomysł.
1071:  Czy jaszczuroludzie to połączenie kultur majów, azteków i inków, zwłaszcza majów?
1075:  Pamiętajcie, majowie byli bardzo okrutni i składali ofiary z ludźmi.
1079:  Aha.
1080:  Tak, bardzo dobre spostrzeżenie, Serenox.
1082:  Stąd, moi drodzy, macie te wspaniałe fortece Iziguraty, w których walczyliśmy, ale teraz będziemy, moi drodzy, walczyć z królestwami ogrów.
1094:  Pewne zwycięstwo.
1097:  Jest też coś takiego jak Seasonal Affective Disorder, czyli właśnie obniżony nastrój o danej porze roku.
