🔴 Nareszcie: baldurzan jamniczanu | BALDUR'S GATE 3 Livestream #14
🔗 https://www.youtube.com/watch?v=tJVnIJxRiaE

150:  Muzyka
184:  Cześć.
212:  Zdjęcia i montaż
249:  Jesteś pewien?
250:  Będzie to nieprzyjemne, mocne i... no... wielkie.
287:  Dzięki.
302:  Witam serdecznie, obiecałem!
305:  Obiecałem i dowiozłem, moi drodzy!
307:  Witajcie najserdeczniej na najdziwniejszym z live'ów przy najdziwniejszych scenach z udziałem Niedomagi Amnixa.
316:  Kanoniczne jest już w takim razie to, że Niedomagi Amnix
320:  Potyka się z Halcinem na łonie przyrody, witajcie serdecznie Clever1, Szejk Truskawkowy, Kevler, Rzemekii, Dominik M, Grimkhock, Astrzej, Przemysław Kopycki, Olev Ales, Grzegorz Sikora, Jamnicza Kapłanka z Allenstein, Aga jakaś tam, Uszanowanko, Magda M1, Vet Elise, Jacek Palachowski, Nesseus, który wspiera od 17 miesięcy i pisze Very nice.
342:  Uszanowanko, Tenominitrix, Urszula Giewon, Nadia Lewi, Czerwony Lis, Dawid Kaźmierczak, Vet Elise, Astrey, Michał Karnus, Karol Korol, Szejk Truskawkowy, Froge37, Michał Szaman, 1701, Zaraga Wrońska, Boże Drogi!
359:  Nightflash na dzień dobry!
362:  Jest ja, Mikołajko!
363:  Co to się dzieje dzisiaj?
364:  Straszne rzeczy, moi drodzy!
366:  Wielkie Nieba, Wernus dołącza do kraju wspierający, Graphic Witch, Szymon Zajdel, Anna, nasza moderatorka z Konina, witam przy okazji wszystkich naszych moderatorów, Vages, Luciferek, Kuba Kadyszewski, Witold Rutkowski, Doktor MrKabanos, Longinex12, Joker Black, Mikołaj Tront,
384:  O, bogowie!
385:  I przy okazji jeszcze witam Patrycję Łasz, która otrzymała wsparcie, Tamirę S., Kasię Okej, Sleepy Capy, Weronikę Pawłowską, Myfikalis, Wiktorię Łapetę, Jacka H., Bumcyk, Enike, Essa, Socjus, jeszcze nie mieliśmy takiej sytuacji, żeby Jan Mikołaj się pojawił w pierwszych sekundach streamu, to wszystko dzięki Niedźwiedziowi, mówię wam, Rej, Miriamka, Mohamed Damech, Tari, Joe, Anna,
413:  Delfin, Kacper, Bielak, Konrak, Gołębowski, Siasik, znajomy syndykalisty Serengeti Sasza, witam także stałych bywalców, którzy również skorzystawszy z hojności naszej Jamnikułajki, dołączyli do nas wspierających, Alan Aleksandrowicz, Konik.
427:  Witajcie wszyscy moi drodzy, witajcie w sobotę wyjątkowo, bo teraz kalendarz streamowy to są środy, piątki i niedzielę, ale jutro nie ma streamu.
435:  Zapowiadam raz jeszcze, będzie w przyszłym tygodniu Q&A, w związku z powyższym nie wiem jak to zrobimy z Baldurem, pewnie Baldur będzie w piątek, a w środę będzie Cyberpunk i dzięki temu nie będę musiał wracać do Rise of Pi.
448:  Nightlash pisze, że to na za dotrzymanie obietnicy z niedźwiedziem.
452:  Dziękuję raz jeszcze serdecznie za szalone wsparcia.
454:  Nightlash 100 osób obdarowała wsparciem, moi drodzy, więc należycie.
458:  Dużo Jamnikołajów dla Jamnikołajki.
460:  Jeszcze do tego wszystkiego wspiera od 7 miesięcy niezależnie sama.
462:  Dziękuję serdecznie.
464:  I jeszcze witam Kingio, Jackie Left, Grim Lukasa, Zuzę O, Lewego, Ligutara, Steve Rogersa.
470:  Proszę bardzo, jesteśmy chronieni, moi drodzy.
473:  Przez kapitana Hamerykę samego.
475:  Lewi Ligatu, przepraszam za zdradzenie tożsamości.
477:  Alan Aleksandrowicz jeszcze niech będzie powitany.
480:  Sputnik 1, Mścibor.
482:  Teraz będę mieć łatwiej czytam wszystkich niewspierających.
485:  Jest mniejszość.
486:  Emilie.
486:  Także Szamanat1701.
487:  Oliwiera Balcera, witam serdecznie.
490:  Jurame49.
496:  Och, Mighty Penguin jeszcze trybutuje dla tych, co nie wiedzą, pierwszy Blade Runner 16 listopada 2023 oraz Akira 15 grudnia 2023 w Multikinie.
506:  I miłego grania, Krzysztof, dziękuję serdecznie i dziękuję za informacje kinowe.
509:  Jeżeli nie widzieliście, moi drodzy, pierwszego Blade Runera, to ja mogę powiedzieć tylko jedno.
514:  Koniecznie.
515:  Koniecznie i bezwzględnie, okej?
517:  To jest ważne.
519:  Zmieniłem też dzisiaj zoomy specjalnie, żeby działały, były takie bardziej płynne niż wcześniej.
523:  Uszanowanko też jest Jan Nikołajem lub Jan Nikołajku, dziękuję serdecznie.
