🔴 Niedomag Iamnix nie wie, co począć | BALDUR'S GATE 3 Livestream #11
🔗 https://www.youtube.com/watch?v=FYGlUuEfvQ8

7:  muzyka
70:  Muzyka
134:  Muzyka
176:  Dziękuję.
274:  © PTA & TVP
495:  Witam wszystkich w stream niedzielny, stream baldurowy, stream jamniczy jak wszystkie.
501:  Witam wszystkich, którzy nie wiedzą o co chodzi.
504:  Z jamnikami na tym kanale będziecie jeszcze bardziej skonfundowani, jak zawiśnie wreszcie jamnik LED-owy za mną, a ma zawisnąć niebawem.
510:  Co to ja widzę?
511:  Widzę przede wszystkim, że... Oj, źle zrobiłem zoom.
514:  Witam serdecznie wszystkich przybyłych, moi drodzy, jak zawsze.
517:  Sharaza, Pebe1990, Rafał Piotrkowski, SphinxPL, Nia Doris, Balrog72, Mateusz Motta, Dominik M, Mio Cibana, Suzy Diamond, Pademiferness, Justyna, Grabka444, OgieńIndeed, MilkyStrawberry, Rejd, Grzegorz Cikora, Krystian, Lukas P,
533:  Momo Zapominajka, Serengeti, Sasha, Milky Strawberry jeszcze raz, Brontos, Nevrast, Venzant, X403, który pisze, że się na padzie zmienia UI, ludzie chwalą port na pady i na konsole, Baldus Gate 3, moi drodzy, czy ta gra ma jakieś wady?
547:  Tak, ma, jest new interface, ekwipunek, ale o tym będziemy mówić i na to będziemy narzekać jeszcze wiele razy.
551:  Raid, Raku, Asasyniarz, Klara Kluczykowska, Brando, John Lee, Mighty Penguin, Christian, Emeriu, Wróżka Zębuszka, Black Cat, Karolina Busk, Serenox, Fern...
563:  Niestatystyczna Grzegorz Sikora, Kajetan Dudkiewicz, Rex Kellion, Agnieszka Grzesiak, która jest nowa wśród nas, witamy serdecznie, Gorbek, Sarenka, Unik Rowe, Łukasz Szelewicki, Vogue Varanus, M. Tangerynka, Tektro, Destroyer, Veles, Kazerko Adept, Jamniczego Ognia.
582:  Bartek Kolo, Bigomeza, Szaraza, Parmegiano, Reggiano, Piotr, Michał S, Czajnik Gazowy, Wiktoria Łapeta, Grim Lukas, Lucyfer, Marcin Zając, Zofia Tyrek, Oskar Traus, dzięki za wsparcie od 22 miesięcy, Bogowie jak to długo, Pepe trzeci najgnośniejszy, Memo Zapominajka, Aredel, Wiktoria Łapeta, Red Fox, Fen, Fanka Wiedźmina, Magdalena, Dominik Ślosarczyk,
607:  Login Lunginex, udało mi się zestroić z muzyką.
