🔴 Krok po kroku w głąb Podmroku | BALDUR'S GATE 3 Livestream #5
🔗 https://www.youtube.com/watch?v=oTKBeczLYWc

52:  Muzyka
88:  Gdy piasek przemieszcza się swobodnie po marmurowym krześle, tego dnia dłużą się godziny.
146:  Muzyka Muzyka
179:  Dzięki za oglądanie!
223:  Dziękuje.
319:  Dziękuje za oglądanie!
470:  muzyka
535:  Witam wszystkich, którzy wpadli na dziwny pomysł przybycia tutaj o randomowej godzinie we wtorek, o szesnastej.
544:  Witam najserdeczniej.
545:  Baldur jest tak dobry, że nie można w niego nie grać.
550:  Witam najserdecznie.
551:  Bartek537, Natalia Kozioł, Tequila Sunset, Kagrald, Jeremiborkiewicz, Bartek537.
556:  Szept.
557:  Dlaczego ja widzę, że się dzieją złe rzeczy z moją kamerą?
561:  Dlaczego tak jest?
583:  Źle jest.
583:  O, o, o. Tak jest.
586:  Tak jest.
586:  Dobrze, a nie źle.
588:  Kontynuując.
590:  Grim Lucas, Kairos Francesina, Mr. Grumpy, Nadia Lewica, reszta naszych moderatorów, Bartek Pięćczyny, Miraski, Zetsubu Sama, Miami, Dariusz Tokarczuk, ArtemikPL, Eternitas, Margo The Witch, Miki Jaj, Geralt Albert, Robert Jancewicz, Radosław, Magda M1, Panem Infernes, Lorelin,
610:  Rua, Helena, Rawi, Czerw, Agatka, Newrast, Jawas, Szwagier, Józ, który był Jamnikołajem i teraz do tego dotarłem.
617:  Dzięki Jamnikołajowi, Józowi, Anlu, Bartek, 537, Nikoks, Robert, Jan, Cewisz, Padem i Fernes otrzymali wsparcie, za co bardzo serdecznie dziękuję.
625:  Witam także Whispera, Saf oraz wszystkich stałych i niestałych widzów kanału.
631:  Tradycyjnie, moi drodzy, without Feweedu nie będziemy nawet nowego utworu zaczynać, moi drodzy.
636:  Od razu, od razu idziemy do Baldura.
638:  Ja nie żartuję.
639:  Od razu idziemy do Baldura, nie będziemy zwlekać, a przepraszam, będziemy zwlekać jednak przez moment, ponieważ wam tylko przy pięknej baldurowej muzyce opowiem, że Rafał Kosik przybywa na kanał, wyobraźcie sobie.
654:  Mianowicie, Powergraph stwierdził, że dobijemy targu i przybędzie Rafał Kosik, a w zamian otrzymacie, moi drodzy, zniżki rabaty książkowe.
668:  Więc warto wpaść na live'a.
670:  To będzie w czwartek o godzinie 18 na odmianę, moi drodzy.
674:  A zatem mam nadzieję, że się widzimy, a oprócz tego pamiętajcie, że na karcie społeczności tradycyjnie będzie można zadawać pytania.
681:  I więc jeżeli mieliście jakiekolwiek pytania dotyczące, no ja wiem, rzeczy, na których ja się na przykład nie znam, pisania książek, wydawania, to można, ja wam teraz podlinkuję nawet w tym momencie ten post, można pisać pytania do Rafała Kosika, okej?
697:  Tutaj pod tym najnowszym postem zbieramy je, ja je będę starał się wszystkie wyczytać, moi mili.
704:  Więc niech, niech tylko, niech tylko przypnę wiadomość, czy głośniej Baldura.
708:  Można mnie ciszej co najwyżej.
712:  Philip w tytule zrobił, że idzie do podmrochu.
714:  To w samym odcinku chyba nawet do niego nie wszedł.
716:  Ciekawe, że tutaj tak będzie.
718:  Szkalowanie!
720:  Lies!
721:  Lies everywhere!
723:  Czy ja muszę wzywać na pomoc przeciwko spiskującym przeciw mnie szatownikom samego Sogarere?
732:  Żeby Sogarera wam powiedział kłamstwa!
737:  Kłamstwa!
738:  Nie takie rzeczy robimy w rebelii!
742:  W rebelii nie używamy mieczy świetlnych!
745:  W rebelii używamy pistoletów!
749:  PISTOLETÓW, ZA POMOCĄ KTÓRYCH SOGARERA ZABIJE KAŻDEGO SITA, ZACZY SITA!
758:  Wojownicy shitów to ci, którzy zostali wprowadzeni przez, moi drodzy, samą Kathleen Kennedy i Disneya.
768:  Nie żartuję.
768:  Saf, dziękuję za trybut.
769:  YouTube chyba nie wysłał mojego rocznego trybutu.
771:  Dziękuję, Krzysztofie, za planowany rok.
772:  To ja dziękuję, Saf, za wspieranie od tak długiego czasu.
775:  Rzeczywiście zdarza się coś takiego, ostatnio zauważyłem, że YouTube zawiesza czat i ja też nie widzę co jakiś czas waszych wiadomości, potem YouTube nadrabia to i wyświetla wszystko.
784:  Cudownie, że ta platforma tak świetnie działa, nie?
786:  A myśmy narzekali na...
788:  tę babeczkę, która szefowała YouTube'owi przez jakiś czas, teraz jest jeszcze gorzej.
792:  Proszę bardzo, tyle w temacie nie schodzenia do podmroku, jesteśmy dosłownie w podmroku.
799:  Jak u lekturza, który artykuł o akcentowaniu, co wy, Krzysztof nie zdążył, dajcie w ogóle spokój, ja jestem tak potwornie w niedoczasie, że się w głowie nie mieści.
810:  A jeszcze są rzeczy do zrobienia, moi drodzy, ponieważ Krzysztof zabowił pewną książkę, inną, nie tę książkę, nie chodzi o Rafała Kosika, Rafała Kosika dostałem od PowerGrafu, któremu serdecznie za to dziękuję, natomiast mam na myśli inną książkę, taką dla każdego coś przykrego i nad nią siedzę, a w międzyczasie jeszcze myślę nad innymi rzeczami i jeszcze w tak zwanym międzyczasie w przyszłym tygodniu Dni Fantastyki przypominam.
836:  Czy mogę prosić o jajniki wsparcia?
837:  Astray prosi o jajniki wsparcia.
839:  Wiecie, drodzy trybutariusze, co się robi w takiej sytuacji.
841:  Siostra Pratchett na ratunek, jak zawsze.
843:  Krzysztof ma więcej zajęć niż godzin w dobie.
845:  Czasami się tak zdarza.
847:  Dzisiaj chociaż powiadomienie YouTube normalnie wysłał.
849:  To się z kolei nie zdarza.
852:  Rebelia walczyła za pomocą myceliów, meduzoidalnych i kutasoidalnych, nie inaczej.
858:  Rafał Kosiak się ugadał z redami na prawa czy pisał na zlecenie?
860:  To jest jedno z tych pytań, które można zadać Rafałowi Kosiakowi.
864:  Dobrze, moi drodzy, tutaj jest skrzyneczka.
865:  Wiecie, co robimy ze skrzyneczkami.
867:  Jutro wychodzi 4-0 w Gęślinie, więc przyzwyczajajcie się już.
872:  Proszę bardzo.
874:  Dzisiaj do oporu.
875:  Zobaczymy, kiedy skończy się mój opór, co w tym miejscu oznacza, kiedy Krzysztof będzie musiał zjeść.
883:  Pisze MK.
883:  Ustawienia kamery w grze?
892:  Jak to ustawienia kamery w grze?
894:  Tu są jakieś ustawienia kamery?
897:  Nie, no w interfejsie.
898:  Ja nie specjalnie zmieniałem rzeczy w interfejsie, wiecie, ale wydaje mi się, że to tutaj, więc pokazuję na wszelki wypadek.
905:  Można sobie później zapauzować i sprawdzić.
907:  Tutaj to jest grafika, więc tutaj nie sądzę, żebyśmy cokolwiek mogli zrobić i nic innego mi nie przychodzi do głowy.
915:  Dobrze, i teraz jeszcze do jednej rzeczy nasz Astarion się przyda, mianowicie do otwarcia wytrychem.
919:  Mateusz Światkiewicz, dziękuję za dołączenie do grona wspierających.
922:  Gdzie jest mój niuchacz?
924:  That's what she said.
927:  Dziękuję.
929:  Jamniki dla Mateusza tradycyjnie.
931:  W sumie to dzisiaj nawet gęślin wychodzi.
933:  Nie, aż tak nie jestem zdeterminowany.
935:  Grim Lukas, nic nie zdradzam, to dla każdego coś przykrego, z bardzo prostego powodu.
939:  Jak zdradzę, to potem nie będę mieć motywacji, żeby zrobić filmik.
943:  Odczuję presję, ja nie mogę odczuwać presji.
945:  Fontaine nadchodzi, win-win.
947:  Będzie, będzie, nie inaczej.
948:  Raczej, raczej nie inaczej.
950:  Zobaczymy, czy MiHoYo dowiezie w przede wszystkim Archon Questie, czyli questie dla tych z was, którzy nie znają Genshin Impact, przeprowadza nas przez świat.
959:  W Genshin Impact gra się tylko dla Archon Questa, umówmy się.
964:  Świetnie, że dostaliśmy zaklęcie, które dostaliśmy już na początku.
967:  Świetnie, że dostaliśmy zaklęcie, które dostaliśmy już na początku.
971:  Generalnie myślę, że super.
973:  Super.
976:  Dziękuję za serię dla każdego, co przybyło.
977:  To ja dziękuję, że się cieszę, że się wam podoba wypełkotał Krzysztof.
981:  Nie ma jej tylko tak często w okresie wakacyjnym, ponieważ zawsze wychodzę z założenia, że wtedy nie powinno być nam przykro.
992:  Ale potem przychodzi rzeczywistość.
997:  Czy ja dobrze widzę, że w programie Dev jest twój rant o Rings of Power?
1000:  To ja przybywam, żeby przeżyć to jeszcze raz na żywo, pisze Martyna.
1004:  To jest clickbait.
1007:  Zdradzę wam na live, że to był obrzydliwy clickbait z mojej strony.
1010:  Tam będzie nie tylko Rings of Power.
1012:  Ale tak, stwierdziłem, że zrobię clickbait na żywo.
1018:  To jest dopiero mroczne.
1021:  Nie rzeka na zwoje, przynajmniej hajsu dostaniesz.
1023:  Uspokaja Tequila Sunset.
1025:  Philip prawdopodobnie, ale pisany runicznie, popatrzcie.
1028:  Jak ja mam to przeczytać?
1030:  Jak ja mam to przeczytać?
1032:  Nie wiem, jak ja mam to przeczytać.
1033:  Będę dzisiaj czytał Philip.
1035:  Co mam innego zrobić, moi drodzy?
1040:  Co tu się dzieje?
1040:  Oni przychodzą.
1052:  Filip piszesz do Feniks.
1053:  Ok.
1054:  Runiczny Feniks.
1055:  Kiedyś zapamiętam.
1057:  Jest paru dzielnych widzów i widzek, którzy wytrzymali mnie misgenderującego, zapominającego imion, zapominającego wymowy.
1068:  Jest paru takich.
1069:  Długo już z nami jest.
1073:  Zagadkowy głos, moi drodzy, to jest coś, co towarzyszy mi teraz przy lekturze, a staram się czytać równolegle z Kosikiem.
1079:  No właśnie, takie rzeczy.
1081:  Czwartego tomu Kelkade.
1082:  Nie, trzeciego tomu.
1083:  Trzeciego tomu Kelkade.
1085:  Legendy Ann.
1087:  Cykl Kroniki Mroku.
1088:  Proszę bardzo, jak pasuje.
1090:  Czy zrobiłem kiedyś film o Sandersonie Kosmir?
1092:  Nie wiem, czy jestem kompetentny do tego, żeby zrobić film o całym Kosmir.
1096:  To jest projekt, który liznąłem nawet, jak pisałem książkę doktorską.
1100:  Liznąłem.
1102:  Jeśli chodzi o opis teoretyczny oczywiście.
1105:  Ale tak, to jest na pewno rzecz, którą fajnie byłoby kiedyś zrobić.
1108:  Ale to na takiej zasadzie, że wiecie, ja bym sam chciał, w które dni fantastyki będę, w piątek i w sobotę jestem na pewno.
1115:  I co więcej, w sobotę jest rozmowa moja, Rafała Kosika i Roberta M. Wegnera, więc wiecie, warto być na DF-ach.
1124:  Powiedzcie, że nie tylko ja słyszę ten głos.
1126:  Uspokój umysł, żeby wychwycić niezwykły głos.
1138:  Stream dziś z rana jak śmietana, Dominiku.
1142:  You're coming?
1142:  That's what she said?
1144:  Czy ten głos jest jurny?
1146:  Czy ten głos chce uzmysłowić nam, że jesteśmy niewyżyci, moi drodzy?
1153:  Czy ja znowu mam... inaczej, ja bez przerwy muszę zmieniać tę kamerę, przecież to ja dostanę... nie kamerę, tylko wykrój kamery, przepraszam.
1162:  Przecież ja się rozindyczę, musi być równo.
1165:  Dziękuję.
1166:  Ja wiem, dlaczego tak się dzieje, wiecie?
1168:  Bo ja siadam w innym miejscu i potem zapominam dostosować ustawień kamery.
1175:  Nie masz co żałować, Filip.
1175:  Zawsze będę powtarzał, że nie ma zależności między studiami, które wybierzemy, a tym, co robimy w życiu.
1180:  Naprawdę nie ma.
1181:  Wiem, że to brzmi jak...
1196:  Taki sztichwort, którego używamy po to, żeby komuś zasznurować usta i machnąć ręką, ale taka jest prawda.
1202:  Ja nie pracuję w swoim zawodzie, absolutnie nie.
1205:  Wbrew pozorom, mimo że zostałem na uczelni, to nie pracuję absolutnie w swoim zawodzie, nie zajmuję się literaturą już.
1212:  Proszę bardzo, Marcin Blacha, Lead Narrative Designer CD Projektu Red, po polonistyce na przykład.
1218:  Wiecie, niezbawane są ścieżki naszych karier.
1222:  Olej precyzji.
1223:  Dostajemy bardzo dużo rzeczy na sprzedaż i za moment nasza biedna Carla będzie, no co najmniej, moi drodzy, prze... O, przeciążona.
1233:  Swoją drogą, czy ona nie miała dostać monety?
1237:  Czy ona nie miała dostać monety?
1238:  Daj Carla jakieś ładniejsze odzienie.
1241:  Ono jest prześliczne.
1243:  To jest, moi drodzy, upokarzanie barbarzynki.
1246:  Hej, sojusz.
1249:  Widzicie?
1249:  Nie możemy jej dać monety.
1251:  O co chodzi?
1252:  Przecież ona dostała od nas te monety piekielne, czy nie dostała ona od nas nich?
1257:  Moneta.
1259:  Monety duszy.
1260:  Moneta duszy.
