🔴 Jamniki to poziome żyrafy | HORIZON: ZERO DAWN Livestream #5
🔗 https://www.youtube.com/watch?v=Icb4aYV9MLQ

0:  Muzyka Muzyka
74:  Zaprawdę, powiadam wam, oto fosa.
144:  Muzyka
157:  muzyka
196:  Muzyka
241:  Nowy jamnik wita wszystkich!
245:  Niedzielnego wieczoru jamnik przygotowany przez studentkę Akademii Górniczo-Hutniczej!
254:  Dyplomantkę z seminarium!
256:  Jamnik, który jest przegubowy!
259:  Jamnik, który jest wydrukowany 3D!
262:  Witam wszystkich najserdeczniej!
265:  Witam Ole Gustre, The Clever One, Werunik Aleksandra, Maximus, Razor, Adam Borkowski, Absztyfikant, Arystokratycznej Snoblistki, Agnieszka Saran, Marta F. Murek, Pusia, 65kg Color, Lofrana, Zgredek95, Dark Noir, Trujan, Alejandra, Juliusz, Hinagiku, Cuki, Tsubane, MD, Prorok, Kaczk, Powracający, Zwygnania,
291:  Gdzież był wygnany prorok Kaczk?
293:  Klara, Kagrald, Astray, Wispę, Elf, Fantores, Murek, Stachu Uchac, Julka Opaczewska, Klara i całe grono moderatorskie szlachetne, Potwór, Spodłóżka, Polpolikot, Wawawa, Bartzoz, Olakustra, Szeptcieni, Ajeana, Jeju...
312:  Coraz ciężej się was czyta.
314:  Zuza, o!
315:  Jarad, Politkeusz, Palitkeusz, przepraszam.
319:  Rełwan, Miraski, Weronika Aleksandra, Balrog72, Grim Lukas, Nerichem.
325:  Teraz zjeżdżam na sam dół i będzie jeszcze więcej.
327:  Mian czatowych do czytania.
329:  Michalina Kamieńska, Ewil Kim, Wielislaw, Antonina Dubiel, Karolitka, Cintalan, Palacinta.
339:  Bordowa Pomarańcza, Tydien, Agata, Król Dżumiec, Kuba Krawczyk, Szymon Z., Hubert Sokutwarowski, Bardzo Złośliwy Człowiek, Mezopka, Marcin Szymański, Werte, J.V.
350:  Axleben,
353:  Axleben brzmi, wiecie, w ten sposób od razu.
357:  Nie, to jest Axleben.
358:  Przepraszam, czyli nie po niemiecku jednak.
361:  Susie Diamond, Katrin Leitman, Łukasz Bartoszewicz, Półrudobrody, Klara, Wojtek Pszczelarz, Bigos Arabeska, też dołącza z naszego szlachetnego drona moderatorskiego, Sil Kumjong,
378:  A Tijon, Anna, Dorka oraz Łoś, moi drodzy.
383:  Moi drodzy, co się dzisiaj będzie działo?
385:  Nie wiem, co się dzisiaj będzie działo, ale jedno wiem.
389:  Pamiętam, co się działo wczoraj, ponieważ to było jednak wczoraj, mimo wszystko, tak?
394:  Więc nie jest aż tak źle z Krzysztofem.
397:  Zaraz powinna wam przepiękna muzyka z Horizona wlecieć, której ja jeszcze nie słyszę, albowiem nie mam słuchawek na uszach.
403:  Bardzo zasmucające.
409:  Dlaczego ja siebie słyszę?
410:  Okropność.
412:  Odcinek z Rysławem i tytuł streama mnie zachęcił strasznie, pisze tości.
415:  Kto się cieszy ogromnie?
417:  Gra przed wami.
418:  Krzysztof pamięta, tak jest.
420:  Skończyliśmy, moi drodzy, w stolicy kraju słońca, która się nazywa Meridian, czyli południk chyba.
431:  Jak czytałeś Narrentrum albo Bożych Bojownicy, pisze Axelaben, był tam taki nekromanta.
436:  Axelban.
437:  Aaa!
439:  Udał Krzysztof, który nie pamięta, ale czytał Narrentrum, Bożych Bojowników i nawet jeszcze Lux Perpetuae.
446:  Czy sterowania... Jaki pan, Weroniko?
449:  My tu jesteśmy sami swoi.
451:  Sterowanie niezapomniane jeszcze.
453:  Musi minąć jakiś tydzień, żebym zapomniał sterowania.
