🔴 WIEDŹMIN (SEZON 3) — odcinek 6-8 | Recenzja ze spojlerami #3
🔗 https://www.youtube.com/watch?v=MkTKt5V5ktQ

184:  Obejrzałem to dwa razy dla was.
189:  Dwa razy, a jeden raz to jest stadowczo za dużo.
193:  Ale moi drodzy, zanim
196:  Zanim się zabierzemy za finalizowanie naszej przygody razem z Gerardem, Jennifer oraz Siri i Aleksą, to pozwólcie, że przeczytam Wam rzecz, która jest bardzo, no nie mógłbym inaczej powiedzieć, tylko radosna, tylko przynosząca nam nadzieję, a mianowicie Tomasz Bagiński of All People twierdzi, że...
222:  Czwarty sezon serialu Wiedźmin ma być naprawdę wierny książkom!
229:  Co za radość!
230:  Jestem całkowicie uspokojony!
233:  Czyli to oznacza, że po czasie pogardy dla materiału źródłowego teraz mamy chrzest ognia dla wszystkich, którzy powątpiewali w talent pisarski Loren Fistech oraz całej jej wspaniałej konfraterni, konsiostrzy,
252:  Scenario pisarek, scenario pisarzy, wspaniale!
255:  Tomasz Bagliński twierdzi, że czwarty sezon wraca do korzeni, opowie historię, która będzie wierna książkom Sapkowskiego.
262:  Wyobraźcie sobie, nawet gdybyście wątpili, proszę bardzo, są cytaty.
266:  Loren, ponieważ wiecie, oni są już on name basis...
270:  I jej zespół, a do pokoju scenarzystów na sezon czwarty wraca kilku naprawdę dobrych.
275:  To dodano z tego względu, że jak sobie sprawdzałem na IMDB, kto pisał Wiedźmina, to okazało się, że ludzie, którzy mieli w dorobku dosłownie jeden serial, więc wiecie, to co się świetnie udało przy...
287:  Ale tak samo się świetnie udaje teraz w Wiedźminie.
290:  Myślę, że stworzyli misze bagińskie niezłe otwarcie, które jest naprawdę wierne książkom.
297:  To bardzo mała rzecz, którą zdradzę.
299:  Osoby, które znają książki naprawdę dogłębnie, czyli tak, Loren,
303:  Wiedzą również, że nie jest to typowa książka fantasy.
306:  To absolutnie nie.
307:  To jest Andrzej Sapkowski i saga o Wiedźminie to jest klasyka cyberpunka.
313:  Jestem głęboko przekonany, że właśnie o to chodziło Tomaszowi Bagińskiemu.
318:  Ja już spieszę, żeby amendować ten mój tekst, który kiedyś napisałem.
323:  Niestety napisałem tekst naukowy o Wiedźminie.
325:  Wstydzę się strasznie, powinienem był skonsultować się wcześniej z Loren, żeby tam było napisane, że to jest cyberpunk, a nie, że to jest fantasy.
333:  Przy okazji Dawidzie dziękuję Ci za trybut.
334:  Czwarte jest to być wierny książkom.
336:  Ktoś napisał złośliwie pośród fanów.
338:  2044 Tomasz Bagiński zapewnia, że Wiedźmin na pewno będzie wierny książkom.
344:  To nie jest tylko jeden świat, to nie jest jedna historia dziejąca się w tych książkach, w tych historiach.
349:  To nie jest jedna historia dziejąca się w tych historiach.
353:  To nie jest jedna historia dziejąca się w tych historiach.
355:  To nie jest jedna historia dziejąca się w tych historiach.
358:  To nie jest jedna książka dziejąca się w tych książkach.
361:  To nie jest jedna saga dziejąca się w tej sadze.
363:  To ogromny, ogromny świat, który jest bardzo złożony.
366:  I tutaj się zatrzymam.
368:  Nie chcę psuć zabawy, no bo bawimy się wszyscy przednio.
373:  z odkrywania tego i nie chce odbierać mocy i energii Liamowi Hemsworthowi, który teraz musi nadać tej postaci własną twarz i własny głos, serdeczne wyrazy współczucia.
381:  To będzie nieco inny Geralt.
383:  Widziałem, jak Liam wygląda jak Geralt i jestem bardzo podekscytowany.
386:  Tomasz Bagliński jednocześnie mówi, że to będzie inny Geralt i to będzie taki sam Geralt, co moim zdaniem powinno nam wiele powiedzieć na temat tego, jak w ogóle podchodzi się do tego serialu w pokoju scenariopisarskim Loren Fistech.
399:  Otóż
400:  Z jednej strony jest to saga i z drugiej strony nie jest to saga.
403:  To jest saga Schrodingera, która równocześnie jest adaptowana i nie jest adaptowana.
408:  Jest wierna książkom i nie jest wierna książkom.
411:  Jest równocenną realizacją artystyczną i jest tylko adaptacją, która korzy się na kolanach przed Andrzejem Sapkowskim.
419:  Nie mogło z tego, moi drodzy, nic dobrego wyjść w takim razie i ze smutkiem stwierdzam, albo z radością, ponieważ to końcówka, że ostatnie trzy odcinki...
428:  robią dokładnie to samo, co wszystkie poprzednie.
430:  W zasadzie będziemy mieli, od razu wam powiem, do omówienia pierwszy odcinek z wszystkich, czyli szósty, ponieważ w odcinku siódmym i ósmym dzieją się cztery rzeczy.
440:  Nie żartuję absolutnie.
442:  Mówicie mi, że jest echo?
467:  Ja wiedziałem, że tak będzie.
470:  Ja wiedziałem, że tak będzie.
471:  Szybki off-top dla ludzi, którzy nie bywają na streamach często i tylko przyszli tutaj pocieszyć się Wiedźminem.
477:  Wczoraj cały dzień instalowałem nowe światła na suficie.
481:  Miałem nadzieję, że wszystko pójdzie dobrze, po czym nie zauważyłem, że jest na przeklętym mikserze wciśnięte echo.
488:  Myślałem, że tak miało być.
490:  Być może chodziło o to, moi drodzy, żeby zrobić podniosły wstęp.
494:  Witam was wszystkich jeszcze raz serdecznie.
496:  Już całkowicie na poważnie zapowiadam, co dzisiaj będziemy robić.
500:  Będziemy mianowicie brnąć przez wszystkie trzy odcinki.
502:  Następnie przeczytam wam, moi drodzy, jedyny słuszny...
506:  Opis pojedynku Geralta i Vilgefortza dla wszystkich tych, którzy nie czytali sagi, dla wszystkich tych, którzy myślą, no Krzysztof, tylko przesadza, bo teraz takie modne krytykowanie Wiedźmina, och, to Krzysztof też wskoczył na ten wagon i tą lokomotywą, ciuf, ciuf, bierze sobie radośnie.
523:  Nie, nie, moi drodzy, zobaczycie po tym opisie, o co chodzi.
526:  A na sam koniec, samiusieńki, samiusieńki koniec, przeczytamy sobie jeszcze jedną rzecz, to znaczy fragment piroga albo nie ma złota w szarych górach, który incydentalnie bardzo dobrze opisuje wszystko to, co się dzieje w pokoju scenariopisarskim Loren Fistech.
542:  Więc jeszcze raz, moi drodzy, witam wszystkich najserdeczniej i brniemy, brniemy od razu i without further ado, czyli bez większego pierdolenia jak zawsze.
552:  Skubul pisze, że odcinek szósty się podobał i druga część sezonu lepsza niż pierwsza.
556:  Zgodzę się co do szóstego odcinka, natomiast absolutnie nie zgodzę się co do reszty.
559:  Ale, moi drodzy, problem z szóstym odcinkiem nie jest w tym, że jest to odcinek, nie wiem, dynamiczny, że wreszcie coś się dzieje.
566:  że nie poskąpiono troszeczkę pieniędzy na efekty specjalne, to nie jest kłopot z tym odcinkiem.
572:  Kłopot z tym odcinkiem jest taki, że to jest dokładnie ten, w którym Loren stwierdziła, że napruje się Fistechu jeszcze bardziej niż zazwyczaj i zmieniła wszystkie szczegóły z powieści, które naprawdę nie miały sensu, żeby być zmieniane w żaden sposób.
585:  Nie umiem odnaleźć racjonalnego uzasadnienia.
587:  Może razem nam się uda, moi mili.
590:  Może razem.
591:  Dlaczego mi usuwa koment i zostawię?
593:  XD na końcu to dlatego, że jak zostawiasz emoji na końcu, to YouTube to usuwa.
597:  Bardzo logiczne.
598:  FRS jeszcze pisze, że szósty odcinek najbardziej teatralnej owewe to w rzecz jaką widział, po wyłączeniu jest shonen anime z ujęciami i montażem godnej slapstickowej komedii.
606:  Moi drodzy, ujęcia i montaż w tym serialu to jest od samego początku problem.
609:  Ale, ale, moi drodzy, mam nadzieję, że pamiętacie, gdzie zostawiliśmy naszego Geralta, prawda?
614:  Zostaliśmy naszego Geralta na klifie, to znaczy zgodnie z definicją cliffhangera, to jest taki moment, kiedy nasz bohater jest na krawędzi, on się tej krawędzi trzyma kurczowo i ach, i widzowie są pozostawieni w niepewności, co się będzie działo i myślą sobie...
635:  Czy James Bond powróci jak w niego walnęły rakiety?
639:  Na pewno nie, przecież nikt nie będzie chciał zarabiać na nowych filmach z Jamesem Bondem.
646:  Czy Sherlock Holmes powróci jak nie pokazano nam jego śmierci?
650:  Czy on będzie wisiał pod tym wodospadem w Reichenbach wiecznie?
654:  Stąd wywodzi się właśnie ten cliffhanger od Holmesa wiszącego na...
657:  Cliffie przy wodospadzie Reichenbach, mianowicie, jak Arthur Conan Doyle dostawał listy od czytelników, e, typie, przywróć nam Holmesa, w związku z powyższym wykorzystał ten chwyt.
666:  I tutaj tak samo, zobaczcie, już myśleliśmy, że Dijkstra zasztyletuje Geralta, ale Geralt mówi taki, nie, nie, nie, Geralt jest dobry, Geralt
674:  Geralt nie jest w stanie, nie jest w stanie rozczarować tak swoich fanów w moim imieniu, więc Geralt daje odpór Sigismundowi Dijkstra.
682:  Sigismund Dijkstra mówi, u Geralt, Geralt, ty powinieneś teraz, myślę, z Redanią raczej się zbratać, ponieważ Redania to jest jedyny kraj z Królestw Północy, na który stać było Netflixa.
695:  to znaczy korona królów została ograniczona w swoim przedstawieniu i jeno do Redanii, dzięki czemu, jak wiemy z bardzo mądrych recenzji i interpretacji, Loren Fistech w tym odcinku i w tym sezonie robi grę o tron, ona pokazuje koligację dynastyczną, pokazuje spory międzydynastyczne między królestwami północy.
715:  To jest mniej więcej tak, moi drodzy, jakbyśmy chcieli pokazać, o, bo ja mam akurat bardzo dobry rekwizyt, to znaczy mam jednego jamnika, bo tylko jednego wyciągnąłem z szuflady.
723:  I teraz chciałbym pokazać, jak ten jamnik walczy z drugim jamnikiem.
728:  ale nie mam drugiego.
730:  Więc wiecie, tak jak do dialogu trzeba dwóch osób, tak samo do takich machinacji międzydynastycznych to wypadałoby mieć dynastię N plus jeden, tak?
740:  Przynajmniej jedną więcej.
743:  Więc jeżeli mamy tylko Redanię i Temeria w ogóle jest, Kowir, znaczy o Kowirze wiemy tylko tyle, że nie ma tam Stregobora, ponieważ jak wiadomo Stregobor nagle znalazł się na Tanet, to wszystkie królestwa północy nie istnieją, jest tylko Redania.
756:  W związku z powyższym, skoro jest tylko Redania, no to Geralt słusznie jest zaniepokojony.
760:  Cóż będzie w takim razie, jeżeli on z tą Redanią nie będzie się bratał i nie będzie się sprzymierzał.
766:  No niechybnie będzie musiał być z Nilfgaardem.
770:  I od tego się, moi drodzy, zaczyna cały szósty odcinek.
774:  Jest absolutnie dramatycznie.
776:  N wynosi zero, tak?
778:  Szkoda tylko, że Netflix i Loren i Tomasz Bagosz z Bagoszewa muszą ciągle wszystkim przypominać, że serial jest wierny fabule.
784:  Co więcej, zauważcie, że cały czas mówią, że jest wierny fabule, po czym mówią, że to jest równocenna wizja artystyczna i nie należy tego rozpatrywać jako adaptację,
793:  A ludzie, którzy porównują serial z książkami, są wariatami, ponieważ nikt nigdzie nie powiedział, że mają być one wierne książkom.
799:  To jest niesamowite absolutnie.
801:  Żeby nie było, że my jako Polacy tylko bluzgamy, podobały mi się sceny walki, pisze Dawid Geralt i Vilgefort z Magania Ciri na Korach.
808:  Tak, pojedynek Geralta z Vilgefortem, jeżeli chodzi o choreografię walki, był miodny.
812:  I będziemy o tym sobie mówić, ale jeżeli chodzi o dialogi, nie.
816:  Zresztą to jest cały czas problem tego serialu.
817:  Od samego początku o tym mówimy.
819:  Dialogi, montaż i kinematografia.
822:  No i oczywiście te same problemy będą tutaj.
825:  Zaczniemy od kwestii, która może zaskoczyć wszystkich, którzy pamiętają prawdopodobnie sagę, to znaczy Yennefer nagle wyłazi, to mnie strasznie rozbawiło.
833:  ze swojego pokoiku i wylazłszy z pokoiku, Yennefer stwierdza, że ona weźmie miecz, który tutaj jest, bo Geralt zostawił tu miecz, moi drodzy, i Yennefer bierze ten miecz, żebyśmy mogli zobaczyć po raz pierwszy czarodziejkę z mieczem wiedźmińskim.
