🔴 NieR, czyli tam i z robotem | NIER: AUTOMATA Livestream #3
🔗 https://www.youtube.com/watch?v=Mhn0ykKpH8o

0:  Muzyka Muzyka
46:  Dzięki za oglądanie!
120:  KONIEC
211:  Witam wszystkich niedzielną porą!
215:  Witam zgromadzonych widzów, trybutariuszy, dobre dusze, które stwierdziły, że ten niedzielny wieczór przeznaczą na towarzyszenie naszej okokardowanej...
229:  Robocie i Divie, witam serdecznie, Kasiek, Hinnigaku, Ewę Jędrzejczak, istotę żyjącą w Wamax, Kordemon, Hysza, Killer Clean, niech będą powitani, Pusia, Grim Lukas, Agnieszka Brzozowska, Palitkeusz, Miłosz Maniecki, Wilker, Nocna Mara, Jesz z Erlenwaldu, Porucznik, Miauczkin, General Wing, Szepczeni, Mitriam, Mikołaj, Aśku i całe szlachetne grono moderatorów, Oskar Draus, dziękuję za wsparcie od 14 miesięcy, dobry wieczór serdeczne dla Ciebie także,
257:  TheClever1.pl, Grandmaster Jakob II, Wojtek Pszczelarz, Paweł Strzelczyk-Morisek, Dygresywny Wilk Historyk, Renard, Bartek Konopa, Targaryen Senpai, Jagoda Plachetka, Weng Sves, Zły Czarownik Tabit, Tomasz Bergander, Megowanen i dla Ciebie, Lucifer, Kirito Blackcat i Dad Gramer jako i Bartek Konopa, tudzież Tamernes Yoshino,
284:  Anna Graczyk, Max K., Mikołaj, Kinga, Ciapek, Ciapelutek, Belwenter, o Boże, ile przeczytałem imion waszych, Suzy Diamond, Dawid Garszyński, No One, Ola Kustra, Anabel, Ashdown, Dawid Garszyński.
301:  65 kilogramów Karol, wieszcz pingwy, pozdrowienia najserdeczniejsze dla jego, jak to było, jego tłustości pingwa, tak.
309:  Morisek, Łukasz Bartoszewicz, Wilet, Anna, Peter P., Gen Greyman, Michalnina Kamińska, Mr. Snorlax, The Whisper, Monke Shitpost, Dawid Gasiński, eee...
321:  Czytałem Olekustrę, nie wiem, ale w razie czego drugi raz.
323:  Witajcie serdecznie moi kochani, witajcie.
326:  Podkręcałem ociupineczkę mikrofon w związku z powyższym.
329:  Na pewno będzie tak, że gra albo go zagłuszy, albo będzie nie dość głośno.
333:  Na pewno coś się będzie działo, to ja wiem.
337:  Czego nie wiem natomiast, to dlaczego nie włączyłem jeszcze w tle chytrze Nira.
340:  Już to robię.
342:  Dawid Gaszyński ubolewa, że trzy razy jest to przeczytane.
345:  Wiesz Dawidzie, to jest za te wszystkie okazje, kiedy ci nie przeczytałem.
349:  Tak z tego wybrnę, wiesz?
351:  Tak z tego wybrnę.
352:  Ustawię tylko chytrze przechwytywanie gry na Nier, a nie na Horizon Zero Dawn.
357:  Wydaje mi się, że to będzie fortunniejsze cokolwiek.
362:  Dobrze, moi drodzy, niech tylko Spotify naszego wyłączę.
365:  Grała nam playlista, tym razem żadna, ale w dalszym ciągu polecam playlistę w Epic Dachshund.
371:  Co sądzę o pingwinach?
372:  Czy krokodyle to rzeczne jamniki?
374:  Wczoraj widzieliśmy niedorzeczne jamniki.
376:  To były jamniki pionowe, które były nazywane w Horizon Zero Dawn żyrafami.
381:  Ale żyraf był rodzajem męskiego, to jest fajne tłumaczenie.
386:  Będą się działy rzeczy, mówicie?
387:  Ho, ho!
388:  Ho, ho!
391:  Ja też mam nadzieję, że się będą działy rzeczy.
394:  Witajcie wszyscy przybyli jeszcze, a których nie zdołałem przeczytać.
397:  Oho, znowu odpala się film.
399:  Nir Automata nienawidzi nas.
403:  Za każdym razem, jak ja staram się z wami pogawędzić na początku, Nir mówi, graj, graj mnie, szybciej, szybciej, szybciej, szybciej.
411:  Uwielbiam timery, uwielbiam.
415:  Kiedy robisz sobie rzeczy i nagle słyszysz swoje imię i nazwisko, plus 10 do zawału, ulbolewa Anna Graczyk, która usłyszała po raz kolejny swoje imię i nazwisko.
423:  Idealnie, najpierw problemy dźwiękowe, potem problemy z pamięcią, jak się grało, a na końcu możemy trochę pograć.
428:  Haha, prawda?
429:  Witamy Tabita w gronie Trybutariuszy.
430:  Moi drodzy, to jest świetna wiadomość, ponieważ można się zajamniczyć na powitanie nowego Trybutariusza.
437:  Dziękuję Ci za wsparcie kanału.
440:  Hmm...
442:  Tradycyjnie, moi drodzy, przypominam, tradycyjnie, że ja walczę tutaj nie tylko z przeciwnikami, ale walczę również ze sterowaniem, które... Do sterowania używam programu, który się nazywa Input Overhaul Mode, najom innymi słowy.
457:  Bardzo polecam wszystkim pecetowym graczom.
459:  Najpierw sidequesty, bo się zablokują, a tak, dzisiaj i tak był plan na sidequesty, ale jeśli się zablokują, to tym bardziej.
466:  Objrzałem z kolegą pierwszy odcinek z Nier Automata anime i powiem tak, nie warto, pisze Morrisek.
471:  Wiesz co, ja czekam, aż wyjdzie całość i przede wszystkim czekam, aż skończę grę, bo nie zamierzam sobie spoilować, a jeszcze ludzie stwierdzili wiele razy, że niestety anime bardzo silnie nawiązuje do fabuły gry, więc wszystkie czaty, które chciały zabrać się za animkę, przestrzegam przed tym.
489:  Dobra, kontynuujemy.
492:  Park Rozrywki.
499:  Zawsze mnie to konfunduje, że trzeba jeszcze rozpocząć grę, jak już wczytałem.
505:  Łączenie z siecią.
507:  Ile razy Krzysztof zginie?
508:  ZERO!
511:  ZERO!
515:  Nier Automata anime nie nawiązuje, jest fizycznie fabułą z gry?
520:  Pierwszy odcinek to cały prolog?
521:  O nie, to w ogóle bez sensu.
524:  Dobrze, moi drodzy, nie wiem, co tu się działo.
526:  Nie mam zielonego pojęcia, co tu się działo.
527:  Ojej, już widzę, że jest problem.
529:  Muszę ustawić czułość myszy na nowo.
532:  Tak, to jest ciekawe.
533:  W NIR potrzebuję mieć wyższą czułość myszy, czyli na tym moim zwykłym poziomie.
537:  O tak.
541:  Dobrze, już nie atakuję.
544:  F. F. F. Chcę rozmawiać.
549:  Nie mogę rozmawiać.
551:  Gdzie to anime można obejrzeć?
553:  Tam gdzie wszystkie anime.
554:  Czyli w żadnym nasownym serwisie, bo Crunchyroll nie działa na Samsungi.
558:  Okropność.
564:  Nie mam zielonego pojęcia, co teraz zrobić.
566:  Okej, co tu jest?
570:  Nic.
572:  Inaczej.
573:  Ooo!
574:  Znajdunia!
576:  Kryształ, świetnie.
578:  Aha, zapomniałem, że tutaj nie działa nic, co bym chciał, żeby działało.
582:  Escape jest menu, a nie J na zadania, oczywiście.
585:  Wszystkie zadania.
587:  Jezus Maria!
592:  Moi drodzy, przecież my nic nie zrobiliśmy.
594:  Chyba, że te oznaczone w ten sposób są wykonane.
599:  Dobra, dajmy... Zadania ukończone, aha.
606:  Ok, to są zadania ukończone.
608:  Prośba zarządcy.
609:  Ok, w ten sposób.
610:  Użyjemy mapy.
611:  Tak, tryb mapy się przyda.
631:  Może to jest moja nemezis, przechodzenie między grami, uczenie się na nowo całego sterowania.
636:  Może ja dożyję kiedyś... Może ja dożyję kiedyś takiej pięknej... Pięknej sytuacji, kiedy wszystkie gry będą miały ujednolicone sterowanie i podstawowe... ...pryncypia projektowania interfejsu będą takie same.
650:  Dokładnie tak, jak to się dzieje w aplikacjach.
652:  Że jakimś cudem mamy aplikacje, które są klonami TikToka i Reelsy działają tak, jak TikTok.
658:  Może kiedyś, może kiedyś twórcy dojdą do takiego rewolucyjnego wniosku, że interfejsy w software'ze to są interfejsy, nieważne czy to są gry, czy to są aplikacje, czy to są programy do edycji tekstu, fajnie byłoby, żeby były pewne rozpoznawalne markery kognitywne, mówiąc szumnie, ale nie, nie, nie.
677:  Nie śnijmy, nie śnijmy o odległej przyszłości, moi drodzy, nie śnijmy.
683:  Prośba zarządcy.
684:  I to mi się podoba, to jest blisko.
686:  Czy mogę ustawić tutaj znacznik?
687:  Mogę.
688:  Ustawiamy znacznik na prośbę zarządcy.
691:  Nikt się nigdy nie doczeka, to nie będzie miało miejsca.
693:  Nie będzie miało miejsca, ponieważ kapitalizm.
697:  I ludzie, zamiast żeby było konkurować w robieniu świetnych światów, świetnych fabuł, uuu, będę konkurować w obszarze interfejsu!
704:  Teraz zrobimy taką rewolucyjną sytuację, że M nie będzie prowadzić do mapy, tylko J będzie prowadzić do mapy, a M do dziennika!
712:  Uu, haha, innowacja!
714:  Nieprawda.
719:  Ale za to jest piękna muzyka, jak zawsze.
721:  I są piękne znajdunie, to mi się podoba.
726:  Jedyne, co działa we wszystkich grach, to F. Zawsze do tego, żeby oddać szacunek.
732:  Albo zebrać przedmiot.
736:  Dobrze, tu jest prośba zarządcy, moi drodzy.
753:  Tyle w temacie robienia questów.
757:  Tyle w temacie robienia questów, moi drodzy.
765:  Dostarczyliście mój prezent?
767:  Eee, co?
769:  Prośba zarządcy jest za bramą, mówicie?
773:  Aha.
775:  Tutaj za bramą.
776:  Jakim cudem mam tam przejść?
780:  Dobra, już widzę.
782:  Nawet nie mówcie mi o la la la.
785:  Czy to jest ta kawałek muzyczny, na który szukała?
786:  Kurde, ta kawałek został zniszczony.
789:  Spójrz, kawałek.
789:  Myślisz, że kawałek jest dla niej?
790:  Biedna dziewczyna umarła dawno temu dzięki jej wyglądu.
793:  Wróćmy do jej przyjaciółki.
813:  Morisyk ma rację swoją drogą, w FPS-ach było to sterowanie ujednolicone przez całe lata, ale mam wrażenie, że do teraz jest i w niektórych RPG-ach też jest ujednolicone sterowanie.
824:  Ale generalnie, jeżeli ktoś na przykład gra, tak jak ja, w różne gatunki, to jest przerąbane.
831:  Okej, udało się.
836:  Chcesz mikrofon podgłoś grę?
838:  Dobra.
840:  Teraz jest ciszej.
841:  Wcześniej... Znaczy ta muzyka jest strasznie niejednolita.
844:  Czasem jest ekstremalnie głośna, a czasem przeciwnie.
848:  Czemu Krzysztof ma różową wstążkę?
851:  Różowy też przypomina męski kolor.
853:  Oryginalnie.
856:  Gender Studies robi brrr.
857:  Czy ja idę w dobrą stronę?
860:  Nie, ja idę w złą stronę.
861:  Dobra, zróbmy parę tych zadań i później je wszystkie będziemy oddawać.
865:  Taki jest plan.
866:  Tryb mapy.
867:  Eee...
870:  Fotografie.
871:  Okej, obecny cel.
873:  Czyli i tak idziemy w tę stronę, i tak idziemy w tę stronę.
875:  Czyli co, zrobimy sobie zdjęcie i potem ogarniemy cel.
879:  Burum.
904:  Szacunek dla deva!
907:  Więcej takich ludzi potrzebujemy.
913:  Mam nadzieję, że dalej idę w dobrą stronę.
916:  Kiedy już przestał być męski?
918:  Wiesz co kiedy?
919:  Nawet mogę ci precyzyjnie powiedzieć, że w XIX wieku.
924:  A wszystko wzięło się z tego, że arystokraci XVIII-wieczni propagowali niebieski czy błękitny jako kolor męski.
932:  Później zostało to ugruntowane.
936:  Nawet nie... Ja to zrobiłem na autopilocie, moi drodzy.
939:  Na autopilocie.
941:  Autentycznie na autopilocie.
942:  Czy to jest ta prośba zarządcy?
945:  Czy nie?
946:  Nie, tu jest jakiś inny... Tu jakiś inny quest, pamiętam, do góry.
948:  Tak, jakiś inny quest.
949:  Czy on jest oznaczony na mapie?
951:  Oczywiście, że nie jest oznaczony.
954:  Zgubiłem się?
956:  Zgubiłem się.
962:  Nic dziwnego, moi drodzy, to się zawsze dzieje.
967:  Czy ja idę dalej w dobrą stronę?
969:  Boże, jak to dobrze, że daszowanie nie zużywa tutaj staminy, to jest cudowne.
974:  Okej, jeszcze raz sprawdzam mapę.
978:  Moi drodzy, jestem chyba w okolicy.
981:  Tak, znacznik uży... Nie, jestem prawie w okolicy.
985:  Czyli musimy tutaj przejść tym skrótem, dobrze.
988:  A czy ja źle pamiętam, czy też tutaj się dało podróżować szybko?
993:  Może ja się niepotrzebnie męczę?
999:  Tak, tu się da szybko podróżować.
1002:  To pójdziemy sobie szybko.
1006:  Czytałem na polonistyce jakiś tekst Balcerzana, pyta Mateusz Szczukiewicz, muszę na zaliczenie przeczytać tekst przez znak i mam ochotę się pochlastać.
1011:  No Edward Balcerzan był koszmarny, absolutnie.
1019:  Kiedyś przestanę się mylić.
1022:  Edward Balcerzan jest z Uniwersytetu Warszawskiego, jest z tej Warszawskiej Szkoły Strukturalnej.
1029:  Teraz poziomy głośności powinny być okej tak z twojego drogu patrzę.
1032:  Palitkeusz płacze nad Faustem z kolei, umiem w to uwierzyć.
1038:  Wiecie co mnie zaraz bawiło?
1039:  Nawet nie wiem czy nie zrobię na ten temat shorta.
1041:  Chyba zrobię na ten temat shorta, bo mnie go bardzo rozbawiło.
1044:  Czy ja mogę dostać jakiś rzut konkretny tej mapy, żebym widział gdzie jest konkretnie ten mój znacznik i quest?
1051:  Proszę, pięknie proszę.
1057:  Chyba nie dostanę.
1058:  No więc, był artykuł wyborczy na temat tego, że ktoś postanowił wrócić do szkolnych lektur.
1065:  Ooo, i takie one piękne po tylu latach są.
1068:  Mnie to strasznie rozbawiło.
1070:  Czytaliby nowe rzeczy, a nie wracali do rzeczy, które są stare.
1076:  Sprawozdanie z pierwszego półrocza, frekwencja, ocenki, zachowanie, brrr.
1079:  Oj, współczuję, Agnieszko.
1081:  Nie znoszę robienia sprawozdań.
1084:  Ja muszę je robić co roku, a co cztery lata takie pełne sprawozdania oddawać.
1088:  Tam jest wszystko, granty, publikacje.
1093:  Oczywiście w grantach mam zawsze zero punktów, ponieważ, no wiecie, groznawstwo.
1097:  Któż by przyznawał granty z groznawstwa?
1100:  No chyba, że jestem sprytnym.
1101:  Niestety nie byłem dość sprytny, żeby to zrobić i na przykład robi się grant z zakresu NARODOWE I PATRIOTYCZNE MOTYWY W GRACH, W POLSKICH GRACH KOMPUTEROWYCH.
1112:  No to co innego.
1114:  I co?
1115:  Czy, czy to było przypadkiem dobre miejsce?
1119:  Znacznik użytkownika.
1120:  Nie, chciałem tutaj się ud... A może dobre?
1125:  Nie, ja naprawdę, ja naprawdę nie wiem gdzie ja jestem.
1128:  Naprawdę nie wiem w tej chwili gdzie ja jestem.
1133:  Ech... To jest maksymalne oddalenie.
1137:  Dobra, pustynia centrum, tutaj coś jest.
1139:  Czyli pustynia centrum, fotografie, dobrze.
1142:  Tu jest znacznik użytkownika.
1146:  No, mapa mocno konfunduje.
1147:  Okej, tu jestem chyba.
1150:  Czyli teoretycznie powinienem się udać raczej tu.
1155:  A, ja mam pojęcia.
1158:  Dobra, obróćmy mapę.
1161:  Może tutaj będzie jakieś przejście.
1162:  Tak, tutaj się powinienem udać.
1165:  Czyli ruiny miasta przy wieży.
1170:  O Bógowie.
1173:  Już to daje różowe tło.
1175:  Wiecie, co jest śmieszne?
1176:  Moja kamera nie wyłapuje tego koloru ledów, jaki mam jako różowe, tylko jako fioletowe, a nie mogę za bardzo zmieniać kolorów ledów, bo mam customowo predefiniowane.
1187:  Nie dorobiłem się jeszcze takiej lampy, gdzie mogę to zrobić za pośrednictwem aplikacji.
1190:  Ruiny miasta przy wieży.
1193:  Wieżę w zwierzę.
1195:  Czy tym kimś odległ, który był Marcin Matczak?
1197:  Podobna osoba.
1198:  I wiecie, jest więcej Marcinów Matczaków.
1201:  Krzysztof zastanawia się, skąd się bierze nazwa koktajl wczoraj.
1204:  Na kursach Barmańskich podają anegdotę, która tłumaczy to tradycję podawania alkoholu przy wyrokach kogutów, pisze Konrad.
1209:  O!
1210:  A to ciekawe.
1213:  To jest bardzo ciekawe i to brzmi o wiele sensowniej niż moje własne wyjaśnienie, za które musiałbym sam wysłać siebie do jurnego więzienia.
1223:  Tak.
1226:  Tak.
