Pacyfistyczny Daud | DISHONORED Livestream #4
🔗 https://www.youtube.com/watch?v=TMAzjOm7_rg

10:  muzyka
65:  Muzyka
107:  Muzyka
233:  Muzyka Muzyka
263:  Muzyka Muzyka
293:  Zdjęcia i montaż
356:  Witam wszystkich serdecznie w sobotę, wczesnym popołudniem, bo o szesnastej, na naszym już cotygodniowym streamie z gry Dishonored.
367:  Dzisiaj, moi drodzy, będziemy grać w dodatek, ale zanim zanurzymy się w świat Dunwall i będziemy podróżować na północ, do dzielnic, których nie zwiedziliśmy, a nawet do Brigmore Manor, bo taki jest plan, pozwólcie, że się powitamy,
383:  Witam serdecznie Mikasa, kurwi poucia, cóż za piękne miano.
387:  Witam tego Jacka, witam Alkun, witam Inari Okami, Stalowego Guźca, Kamila Vox Mortis, JC Tupacza.
395:  Witam też wszystkich trybutariuszy, którzy wskoczyli na pół roku wsparcia i stali się...
401:  nekromantami, magami śmierci, którzy czają się na czatach, żeby wskrzeszać szkieletów i szkieletów łuczników.
408:  Jak wiadomo, szkielet łuczników lepsze.
411:  Witam Active TV, witam Dematriusa, witam Jakuba Bielczyńskiego, Kamila, Oliwię, Michała Bliskera, witam serdecznie Martynę Łopuszyńską, Aśku, Fomkę.
421:  Helenę, Wilsona, Mateusza Jermuła, La Certarie, już prawie dobrze odmejam, Pol Poliko, Skrytego Żubra, bardzo złośliwego człowieka Kingę w Olsku, Roberta Górskiego, Gangalfa, DJ Zaura, Nadie Lewi,
436:  Zewnątrz jest jasno, nie podoba mi się, dlatego należy mieć nadio zasunięte albo story, albo rolety, albo po prostu zamurować okna.
444:  To jest ta opcja, którą ja rozważałem przez jakiś czas.
447:  Witam istotę żyjącą, Alice in Poland.
449:  Witam Maćka Takosz, Seronexa, słonego cukra, dzigowego.
454:  Witajcie wszyscy serdecznie.
455:  Przy okazji polecam, Filip wrzucił na bez schematu dzisiaj recenzję Batmana.
