Horror w Brigmore Manor | DISHONORED Livestream #5
🔗 https://www.youtube.com/watch?v=0fLsy7GVSmY

10:  muzyka
49:  Muzyka
98:  Muzyka
245:  Muzyka
261:  Muzyka Muzyka
288:  Muzyka Muzyka
330:  Witam, witam wszystkich przy dźwiękach Obsession Wiktora Lundberga.
338:  Witam zgromadzonych podczas ostatniego już streamu z Dishonored 1, podczas którego zobaczymy finał historii Dauda.
350:  nietypowego, bo pacyfistycznego.
352:  Witajcie serdecznie, witajcie trybutariusze, witajcie widzowie, witajcie jamniki, witajcie jamniki z widzami, witajcie widzowie z jamnikami.
362:  Witajcie najserdeczniej w ten sobotni wieczór tuż przed Q&A, który nas jeszcze czeka.
369:  Tymczasem...
370:  Powinniście już słyszeć muzykę z właściwego Dishonored, a ja się witam z Trybutariuszami, witam Mika, Abnormal Sausage, Adama Skrufipufi, dawno się nie widzieliśmy, Fomke, Kesi, Jakuba Relige, Vox Mortis, Kazerkoł, Adama Pabiańczyka, takoż sama Wita, Juliusza witam, witam Lacertarie, witam Wemas Mixu, witam Kurwipoucia, który wciąż ma najlepszy nick na czatach, wyjąwszy oczywiście Jamnikowego Piechura i innych jamniczych.
400:  Witam Willeda, witam Darka Masiejczyka, witam Stalowego Guźca, który pisał, że mu się podoba nie tyle magia prochowa, ile ogólny klimat w powieściach Briana McClellana.
413:  A zatem rekomendacje Krzysztofa działają.
416:  Witam Karneval Mephisto najserdeczniej.
419:  Witam wszystkich, którzy są stali i niestali, jak zawsze.
422:  Michalinę Kamińską też witam, Bartosza Ziobro witam.
425:  T-Rexa, z czymże T pisane jako herbata i słusznie, ponieważ herbata jest napitkiem bogów, błogosławionym naparem i eliksirem wydajności, dzięki któremu można nie pić na przykład kawy.
440:  Witam Adama Potocznego, Kamila Kiewala, DJ Ozaura.
445:  Nadje Lewi, moi drodzy, wracamy do Dishonored, ja czasem oczywiście muszę jedną rzecz naprawić, a nie, nie muszę naprawić, no niesamowite, pojawiło się wszystko, co miało się pojawić, moi drodzy, 55 871 w naszej skarbonie dla Ukrainy, czytam, bo żeby się utrwaliło, ile jest na samym początku, jutro robimy ostatni z tych charytatywnych streamów już, bo muszę wreszcie tę skarbonkę rozliczyć, moi drodzy, a jutro spodziewać się możecie Q&A,
475:  o godzinie 18.00.
478:  Tyle pytaliście o Q&A i jest.
480:  Witamy Aleksandrę, Pawła, Ozio z Borna, Martynę Łopuszyńską, kiedy Hades?
487:  Wkrótce pewnie, kiedyś będzie jeszcze, ale zbliża się kwiecień, a w kwietniu będzie trzeba wreszcie zabrać za tę grę, o której wszyscy mówią ostatnio.
496:  Nie, absolutnie nie chcemy tego, chcemy misję.
500:  Chcemy misję.
501:  Tak, to trzeba się przez menu misji wklikać.
503:  Tak się okazuje.
504:  Brickmore Witches.
506:  Tu byliśmy ostatnio.
509:  Tak jest.
511:  Prawie na czas.
512:  Six of Spades.
513:  Idealnie na czas.
513:  Nawet dopiero teraz robimy loading.
519:  Tak, absolutnie stworzymy sobie Skarbonka 2.0.
521:  Chodzi o to, że po prostu rozliczyć już tę.
523:  Absolutnie tak.
524:  Zgadzam się, żółwiku, w pełni.
526:  Kira Joke, widać serdecznie.
528:  Dla tych z was, którzy mają tak samo złą pamięć jak ja.
531:  Ostatnim razem po uwolnieniu Lizzie mamy kapitana, który popłynie z nami w górę rzeki.
537:  Niestety zastępca Lizzie, Edgar Wakefield, pierwsze słyszę, kieruje teraz gangiem i nie odda statku bez walki.
542:  Jakiego statku?
543:  Rozpraw się z Wakefieldem i pomóż Lizzie odzyskać działający statek.
547:  Czy wiecie, o co chodzi?
548:  Ja nie wiem, o co chodzi.
550:  Absolutnie nie mam pojęcia.
552:  Jedyne, co wiem, to to, że wszyscy będą na nas teraz dybać.
556:  Będą chcieli zniszczyć nas, a my jesteśmy pacyfistycznym daudem, który tylko poddusza.
563:  Abnormal Sausage ogrywa ścieżkę Emily w Dishonored 2.
566:  Ooo, my też będziemy Emily.
568:  Coś tak czuję.
569:  Zrobimy małą sondę, dzisiaj prawdopodobnie, ale obstawiam Emily.
576:  Powodzenia dla Ozziego, też się dołączam absolutnie.
581:  Powodzenia Ozzie, nie czytam o co chodzi, bo to do Ciebie należy decyzja, ale potem będziemy się czesić wszyscy wspólnie.
590:  Abraham pisze, że kocham cały wątek Wiedźmi Dizoner razem z wizualiami.
593:  Och, zobaczycie, to tam się będzie działo.
596:  Piękne rzeczy się będą działy.
597:  Z tego co pamiętam, szukaliśmy jakichś kodów do sejfów.
599:  To jest leitmotiv, absolutnie tak, Nadio, całej naszej rozgrywki.
605:  Wakefield jest skasowany?
606:  Naprawdę?
608:  Naprawdę?
611:  No nie żartujcie.
612:  Pewnie, że odczarowanie u mnie nie było łatwe.
614:  Cieszę się, że jeszcze o tym pamiętacie.
616:  Ktoś musi dbać o to, żeby nasze lore'owe informacje się nie przedawniały.
621:  Niech z was nie zwiedzie to, że trzymamy nóż, wszyscy są nieprzytomni, nikt nie został zabity.
625:  Czy mamy tutaj coś do znalezienia?
629:  Uuu, kościany amulet.
630:  Uuu, dobrze, dobrze.
632:  Tam mamy uruchomić syrenę.
633:  Absolutnie tego nie zrobimy.
635:  Absolutnie tego nie zrobimy, ponieważ w pierwszej trzeba się zorientować, czy wszystko zlutowaliśmy.
640:  A tutaj jest ten nieszczęsny amulet, więc wiecie co?
646:  Tak!
648:  Wstrętne, paskudne, przeprzydłe, obrzydliwe węgorze.
654:  Krzysztof nic nie widzi.
658:  Krzysztof naprawdę nic nie widzi.
670:  Co?
673:  Jestem w podłodze!
675:  Dlaczego jestem w podłodze?
677:  Ratunku!
682:  Co to było?
685:  Co to było?
689:  Skandal!
691:  Nie wolno!
693:  Jakim prawem?
694:  Daud, który przeżył.
699:  Gra Emily w dwójce jest kanoniczna, bo w Death of a Spoiler jest notka odnośnie do tego, że to ona właśnie była w sklepie u nas po walce.
705:  O, proszę, proszę, proszę, proszę.
710:  Dobrze, że są ośluzy w zalewie.
712:  Dzięki temu jesteśmy w stanie zregenerować życie.
714:  Dishonored, jedna jedyna gra, w której ośluzy w zalewie regenerują życie.
721:  Oho.
722:  Nie, nie, nic nie widziałeś.
723:  Absolutnie.
724:  Dzisiaj nie robimy ani jednego loada.
726:  Legendarny asasyn zabójcy cesarzowej ugrząc w podłodze i prawie został zagryziony przez węgorze.
731:  Tak właśnie było.
733:  Wiecie co?
733:  Jesteśmy, jesteśmy możni i my sobie możemy... Czy my możemy zatrzymać czas w pełni już?
738:  Jak to jest?
741:  Tak, możemy czas zatrzymać w pełni.
743:  Świetnie.
744:  Czemu by z tego nie skorzystać zatem?
747:  Skorzystamy z zatrzymania pełnego czasu i wszystkich poddusimy.
765:  Wszystkich to znaczy jedną osobę.
769:  Czy mam hype na Obi-Wana po ostatnim teaserze?
771:  Wiecie co?
773:  Obi-Wan to jest ciekawa sprawa.
