🔴 Wypalić chrom i wszamać burgera | CYBERPUNK 2077 Livestream #2
🔗 https://www.youtube.com/watch?v=AYET5Ef07A4

31:  muzyka
114:  muzyka muzyka muzyka
543:  Witam w wyjątkowy stream cyberpunkowy i środowy.
547:  Witam wszystkich zgromadzonych, witam wszystkich balsujących do wspaniałego w syn wave'u techno i wszystkiego, czym się raczymy.
554:  Poczekam na to, witam serdecznie Kari Kungioso, dołączam do grona wspierających, za to bardzo serdecznie dziękuję.
560:  Hinagiku Pingliuk, Astray, Nani Nani, Dastan, MK, x403, Jakub Bubek, Łukasz Martoszewicz, Skmp,
567:  NextSideJustice7720, NixNix, Pademifernes, Razziavelli, Serenox, Kagralt, Mkwls, wieszczpingw, Mateusz Andziak, CzerwonyLis, Karol Gil, Suzy Diamond, Karol Korol, Fern, Jędrzej Jaśmin, Bodziorno, Margarete, ZłyCzarownik, JokerBlack, Brontos, Szwagier, Fern, Wenzant, Pawiedzenie, GrzybniaPierwotna, Fallusoidalne,
596:  Mycelia, Chris Poland, Gludil, Ewulina Hiro, Pato Blende, Graphic Witch, Metalson, Szwagier, Tomasz Zabiegaj, Arrora, B Gomeza, Szymon Nalewajko, Pademifernes, jeszcze raz Cię czytam, Aquarell, Gnomeus, Killer Clean, Joan Poppy, jakiś random, Jamnicza Kapułanka z Allenstein, Cherry X,
620:  Dudolf Jakubankus, Agnieszka Brzozowska, Dominik865, TykresywnyWilk i cała reszta naszych wspaniałych moderatorów, którzy troszczą się o czystość ziamniczą na czatach.
634:  Tak właśnie, to jest wyrażenie, którego szukałem.
636:  Mlekołak22, PinkDiuk jeszcze raz, ZłyCzarownik, Preter, Max K, MegaFuka, Radosław, Grzegorz Sikora, Bartosz Strągowski, Amelia Babicz,
647:  Komandor Rudzik, Kasiek, wszyscy stali, nie stali, widzowie Joss Whitely, Tomex91, Paweł B, Juki Sanne, Szymon Zajdel, Knecht, dawnych Klecht, Bierny Obserwator, Tomasz Tomasz, Ola Kustra, Markus Feniks, Darius, Magda M1, Filip Maj, bardzo dobre miano!
666:  Kazer Koładaw, Jamniczego Ognia, Magdalena, Magdalena piszczona ze spacją, Aredel, Logol, In My Words, Świtezianka, autorka Przypominam, Przypominam, wspaniałej opaski jamniczej, które dawno nie było na Steam'a, ale dlatego, że nie było Jamnikołajek, Belwerter, Silent, Darius, Ptyś Różowy, Maciej Jackowski, Mikołaj Trąd, Sebastian N., Simon...
688:  I wszyscy przybyli, moi drodzy, będziemy dzisiaj grać, aż będzie, nie wiem, augmentować, nie ma dobrego czasownika, który będzie cyberpunkowy, wypalić Chrome, nawiasem mówiąc, to powieść Williama Gibsona, którą wam przy okazji polecam, ona prawdopodobnie gdzieś jest tam na półeczce.
706:  I przy okazji, moi drodzy, czy ja mogę poprosić o liczne, a mnogie jamniki dla wszystkich obron,
713:  które się odbyły.
714:  Ostatnią dzisiaj miałem było kolejne wyróżnienie.
717:  Tymczasem ja byłem jako recenzent.
719:  Postaram się namawiać studentów, żeby prace zostały wrzucone do jakiegoś radosnego research gate'a.
724:  Ale tymczasem, without further ado, moi drodzy, przechodzimy do naszej muzyki cyberpunkowej już z samej gry.
731:  Dziękuję za jamniki dla studentów.
733:  Studenci będą zadowoleni.
735:  Studentom jamniki zostaną przekazane, moi drodzy.
737:  Tak będzie, nie zmyślam.
740:  Proszę bardzo, jesteśmy na ekranie ładowania.
742:  Założę się, że nie słyszeliście jeszcze tej muzyki, ponieważ nikt przy zdrowych zmysłach nie jest tak długo na ekranie ładowania jak ja.
749:  Wcisnąłem spację, chcę kontynuować.
754:  Jamnikin dla obrony we wrześniu?
756:  To będziemy we wrześniu się zajamniczać, nie umiem w ludzi, nie da rady.
759:  Czy pan twardeusz zdobyty?
761:  Pyta Ania Kaźmierczak.
762:  Chyba jeszcze nie.
763:  Proszę, proszę, CD Projekt Red dyskretnie zachęca nas do zakupu dodatku.
772:  Bardzo, bardzo dyskretnie.
774:  Czy Wypali Śląsk to ten sam świat, to trylogia ciągu?
777:  Ja myślę, że tak, ale musiałem to sprawdzić, bo ja z science fictionem anterproblem i z cyberpunkiem, ja to czytałem strasznie dawno temu, moi drodzy.
785:  Czy słyszałeś, pisze dla Szymon, że Krzysztof Paulini napisał kontynuację dziedzictwa Murtag the World of Aragon w tym roku?
793:  Proszę, proszę, i tak bardziej czekam na tom piąty Archiwum Burzowego Światła.
797:  Prawda?
798:  Dyskretna, dyskretny product placement.
800:  To jest mniej więcej taki sam dyskretny product placement, jak to wielkie afterlife.
804:  To się tutaj... Co to są moje nagrody?
809:  Ooo, yeah, plusowy troll.
811:  Przecież to mamy.
813:  Dobrze, kontynuujemy, moi drodzy.
814:  Nie ma co.
814:  ...Night City, to znowu ja.
815:  Moim gościem jest porucznik Sara Krakowski, rzeczniczka NCBD.
821:  Kochani...
824:  Oczywiście, że powiedział kochanie, bo to jest kobieta przed facet, to by... Mam nadzieję, że dotarłaś do nas bez problemu.
828:  Nikt cię nie napadł i nie strzelał do ciebie po drodze.
834:  To jest Ziggy Roiven, moi drodzy.
836:  Szczęście, ulice Night City są akurat coraz bezpieczniejsze.
840:  Odnotowaliśmy spadek zabójstw... Tylko w okolicach mostu Dębnickiego ktoś sobie zrobił tor rajdowy, ale poza tym jest w porządku.
846:  Chwileczkę, chwileczkę.
847:  Mówisz, że ulice są bezpieczne, tak?
848:  A co z autostradami?
853:  Jakimi autostradami?
854:  Odpowiedzieliby w Polsce urzędnicy.
871:  Myśleliście, że będziemy grać.
872:  Nie, tak będzie wyglądał cały stream, moi drodzy.
880:  Popatrzcie, jak przerwał Ziggy.
893:  Bez broni?
895:  Ooo...
900:  O, moi drodzy, moi drodzy.
903:  Znaczy, teraz mam dla was takie zadanie intelektualne.
906:  Wyobraźcie sobie przez moment, że w Polsce jest nagle pozwolenie na broń, powszechna dostępność.
914:  Moja teza jest następująca, niezależnie od tego, co by się podziało.
